run,type,tau_0,varrho,beta_p,objective_value,optimality_gap,time,actual_time,same_pieces,gamma,z_frac,z_counts,train_frac,train_constraint_gap,train_counts,test_frac,test_constraint_gap,test_counts,test_train_gap,vio_asm_equal_0,vio_asm_interval,vio_feasibilitytol,vio_asm_equal_0_rate,vio_asm_interval_rate,vio_feasibilitytol_rate,z_integrality_vio,train_acc,test_acc,train_prec,test_prec
1,unconstrained,,0,,0.9123931623931625,0.0,182.1299753189087,182.1299753189087,,,{'acc_margin': 0.912},"{'acc_margin': {'nm': 427.0, 'dm': 468}}","{'acc': 0.912, 'acc_margin': 0.912, 'prec1': 0.888, 'prec2': -1, 'prec3': 0.938}",,"{'acc': {'nm': 427, 'dm': 468}, 'acc_margin': {'nm': 427, 'dm': 468}, 'prec1': {'nm': 214, 'dm': 241}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 213, 'dm': 227}}","{'acc': 0.885, 'acc_margin': 0.866, 'prec1': 0.896, 'prec2': -1, 'prec3': 0.875}",,"{'acc': {'nm': 139, 'dm': 157}, 'acc_margin': {'nm': 136, 'dm': 157}, 'prec1': {'nm': 69, 'dm': 77}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 70, 'dm': 80}}","{'acc': -0.027, 'acc_margin': -0.046}",,,0,,,0.0,0,0.912,0.885,0.888,0.896
2,unconstrained,,0,,0.888888888888889,0.09329215082474196,362.93267273902893,362.93267273902893,,,{'acc_margin': 0.889},"{'acc_margin': {'nm': 416.0, 'dm': 468}}","{'acc': 0.889, 'acc_margin': 0.889, 'prec1': 0.928, 'prec2': -1, 'prec3': 0.854}",,"{'acc': {'nm': 416, 'dm': 468}, 'acc_margin': {'nm': 416, 'dm': 468}, 'prec1': {'nm': 205, 'dm': 221}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 211, 'dm': 247}}","{'acc': 0.892, 'acc_margin': 0.885, 'prec1': 0.945, 'prec2': -1, 'prec3': 0.845}",,"{'acc': {'nm': 140, 'dm': 157}, 'acc_margin': {'nm': 139, 'dm': 157}, 'prec1': {'nm': 69, 'dm': 73}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 71, 'dm': 84}}","{'acc': 0.003, 'acc_margin': -0.004}",,,0,,,0.0,0,0.889,0.892,0.928,0.945
3,unconstrained,,0,,0.869658119658129,0.04375726398705101,357.2849745750427,357.2849745750427,,,{'acc_margin': 0.87},"{'acc_margin': {'nm': 407.0, 'dm': 468}}","{'acc': 0.87, 'acc_margin': 0.87, 'prec1': 0.956, 'prec2': -1, 'prec3': 0.804}",,"{'acc': {'nm': 407, 'dm': 468}, 'acc_margin': {'nm': 407, 'dm': 468}, 'prec1': {'nm': 194, 'dm': 203}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 213, 'dm': 265}}","{'acc': 0.822, 'acc_margin': 0.822, 'prec1': 0.95, 'prec2': -1, 'prec3': 0.742}",,"{'acc': {'nm': 129, 'dm': 157}, 'acc_margin': {'nm': 129, 'dm': 157}, 'prec1': {'nm': 57, 'dm': 60}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 72, 'dm': 97}}","{'acc': -0.048, 'acc_margin': -0.048}",,,0,,,0.0,0,0.87,0.822,0.956,0.95
4,unconstrained,,0,,0.9188034188034189,0.08837209302325573,341.0122618675232,341.0122618675232,,,{'acc_margin': 0.919},"{'acc_margin': {'nm': 430.0, 'dm': 468}}","{'acc': 0.919, 'acc_margin': 0.919, 'prec1': 0.931, 'prec2': -1, 'prec3': 0.907}",,"{'acc': {'nm': 430, 'dm': 468}, 'acc_margin': {'nm': 430, 'dm': 468}, 'prec1': {'nm': 216, 'dm': 232}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 214, 'dm': 236}}","{'acc': 0.879, 'acc_margin': 0.866, 'prec1': 0.883, 'prec2': -1, 'prec3': 0.875}",,"{'acc': {'nm': 138, 'dm': 157}, 'acc_margin': {'nm': 136, 'dm': 157}, 'prec1': {'nm': 68, 'dm': 77}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 70, 'dm': 80}}","{'acc': -0.04, 'acc_margin': -0.053}",,,0,,,0.0,0,0.919,0.879,0.931,0.883
