dataset,depth,split,method,restricted_class,beta_p,gap,time,gamma,train_acc,test_acc,train_prec,test_prec
blsc,3,1,C-BinOCT,0,0.94,0.977330295,3600.082912,0,0.692,0.656,0.940,0.895
blsc,3,1,C-BinOCT,0,0.95,0.976248548,3600.102355,0,0.684,0.643,0.955,0.912
blsc,3,1,C-BinOCT,0,0.96,0.983911205,3600.104537,0,0.673,0.631,0.961,0.909
blsc,3,1,C-BinOCT,0,0.97,0.983711998,3600.092529,0,0.652,0.624,0.978,0.824
blsc,3,2,C-BinOCT,0,0.88,0.976242123,3600.088102,0,0.767,0.694,0.768,0.705
blsc,3,2,C-BinOCT,0,0.89,0.981804174,3600.108481,0,0.746,0.669,0.893,0.768
blsc,3,2,C-BinOCT,0,0.9,0.986231223,3600.355587,0,0.737,0.694,0.902,0.905
blsc,3,2,C-BinOCT,0,0.91,0.987403994,3600.072846,0,0.733,0.707,0.924,0.843
blsc,3,2,C-BinOCT,0,0.92,0.984071291,3600.068178,0,0.714,0.682,0.925,0.830
blsc,3,2,C-BinOCT,0,0.93,0.982168815,3600.108407,0,0.722,0.707,0.934,0.857
blsc,3,2,C-BinOCT,0,0.94,0.988602939,3600.134601,0,0.705,0.669,0.943,0.857
blsc,3,2,C-BinOCT,0,0.95,0.988165397,3600.102342,0,0.701,0.637,0.951,0.879
blsc,3,2,C-BinOCT,0,0.96,0.985167708,3600.547916,0,0.692,0.624,0.964,0.842
blsc,3,2,C-BinOCT,0,0.97,0.988921916,3600.115232,0,0.652,0.624,0.978,0.933
blsc,3,3,C-BinOCT,0,0.88,0.976417234,3600.224161,0,0.714,0.726,0.793,0.787
blsc,3,3,C-BinOCT,0,0.89,0.972518621,3600.096043,0,0.741,0.682,0.913,0.820
blsc,3,3,C-BinOCT,0,0.9,0.96252864,3600.40031,0,0.741,0.682,0.913,0.820
blsc,3,3,C-BinOCT,0,0.91,0.967319587,3600.433125,0,0.741,0.682,0.913,0.820
blsc,3,3,C-BinOCT,0,0.92,0.970487223,3600.096404,0,0.729,0.682,0.929,0.841
blsc,3,3,C-BinOCT,0,0.93,0.975612832,3600.084569,0,0.733,0.669,0.930,0.833
blsc,3,3,C-BinOCT,0,0.94,0.973943889,3600.259273,0,0.720,0.669,0.940,0.854
blsc,3,3,C-BinOCT,0,0.95,0.974498246,3600.080721,0,0.694,0.656,0.957,0.872
blsc,3,3,C-BinOCT,0,0.96,0.981226322,3600.080138,0,0.677,0.656,0.963,0.861
blsc,3,3,C-BinOCT,0,0.97,0.97402538,3600.115793,0,0.675,0.643,0.971,0.857
blsc,3,4,C-BinOCT,0,0.88,0.974057499,3600.07839,0,0.754,0.707,0.881,0.807
blsc,3,4,C-BinOCT,0,0.89,0.981676017,3600.094939,0,0.744,0.713,0.892,0.807
blsc,3,4,C-BinOCT,0,0.9,0.979871452,3600.07749,0,0.739,0.701,0.901,0.854
blsc,3,4,C-BinOCT,0,0.91,0.987443313,3600.077615,0,0.733,0.707,0.911,0.878
blsc,3,4,C-BinOCT,0,0.92,0.98035731,3600.388392,0,0.726,0.688,0.922,0.837
blsc,3,4,C-BinOCT,0,0.93,0.978127556,3600.413081,0,0.716,0.682,0.932,0.884
blsc,3,4,C-BinOCT,0,0.94,0.978476272,3600.106847,0,0.692,0.656,0.950,0.861
blsc,3,4,C-BinOCT,0,0.95,0.987202494,3600.353021,0,0.679,0.656,0.955,0.914
blsc,3,4,C-BinOCT,0,0.96,0.988108562,3600.499642,0,0.677,0.662,0.963,0.892
blsc,3,4,C-BinOCT,0,0.97,0.989978205,3600.10584,0,0.637,0.586,0.977,1.000
blsc,4,1,C-BinOCT,0,0.88,1,3600.238745,0,0.835,0.828,0.882,0.831
blsc,4,1,C-BinOCT,0,0.89,1,3600.263406,0,0.825,0.764,0.891,0.855
blsc,4,1,C-BinOCT,0,0.9,1,3600.241646,0,0.823,0.777,0.903,0.779
blsc,4,1,C-BinOCT,0,0.91,1,3600.264804,0,0.814,0.752,0.910,0.877
blsc,4,1,C-BinOCT,0,0.92,1,3600.313861,0,0.803,0.713,0.927,0.860
blsc,4,1,C-BinOCT,0,0.93,1,3600.354368,0,0.814,0.720,0.933,0.836
blsc,4,1,C-BinOCT,0,0.94,1,3600.316021,0,0.816,0.739,0.944,0.847
blsc,4,1,C-BinOCT,0,0.95,1,3600.211737,0,0.795,0.713,0.952,0.894
blsc,4,1,C-BinOCT,0,0.96,1,3600.325122,0,0.778,0.694,0.961,0.889
blsc,4,1,C-BinOCT,0,0.97,1,3600.303748,0,0.780,0.732,0.974,0.882
blsc,4,2,C-BinOCT,0,0.88,1,3600.340465,0,0.838,0.758,0.894,0.789
blsc,4,2,C-BinOCT,0,0.89,1,3600.284054,0,0.825,0.771,0.890,0.891
blsc,4,2,C-BinOCT,0,0.9,1,3600.286537,0,0.831,0.752,0.910,0.823
blsc,4,2,C-BinOCT,0,0.91,1,3600.249444,0,0.827,0.777,0.913,0.833
blsc,4,2,C-BinOCT,0,0.92,1,3600.221118,0,0.808,0.732,0.928,0.842
blsc,4,2,C-BinOCT,0,0.93,1,3600.26143,0,0.818,0.752,0.930,0.825
blsc,4,2,C-BinOCT,0,0.94,1,3600.353396,0,0.793,0.771,0.940,0.855
blsc,4,2,C-BinOCT,0,0.95,1,3600.280395,0,0.769,0.713,0.953,0.902
blsc,4,2,C-BinOCT,0,0.96,1,3600.361526,0,0.784,0.726,0.962,0.887
blsc,4,2,C-BinOCT,0,0.97,1,3600.207421,0,0.774,0.720,0.974,0.915
blsc,4,3,C-BinOCT,0,0.88,1,3600.276896,0,0.831,0.796,0.885,0.803
blsc,4,3,C-BinOCT,0,0.89,1,3600.21795,0,0.831,0.809,0.893,0.836
blsc,4,3,C-BinOCT,0,0.9,1,3600.201518,0,0.803,0.713,0.903,0.825
blsc,4,3,C-BinOCT,0,0.91,1,3600.181805,0,0.797,0.726,0.912,0.828
blsc,4,3,C-BinOCT,0,0.92,1,3600.284829,0,0.803,0.771,0.922,0.893
blsc,4,3,C-BinOCT,0,0.93,1,3600.244293,0,0.793,0.739,0.930,0.887
blsc,4,3,C-BinOCT,0,0.94,1,3600.262105,0,0.786,0.726,0.940,0.880
blsc,4,3,C-BinOCT,0,0.95,1,3600.196056,0,0.784,0.682,0.951,0.848
blsc,4,3,C-BinOCT,0,0.96,1,3600.277104,0,0.769,0.713,0.960,0.952
blsc,4,3,C-BinOCT,0,0.97,1,3600.267888,0,0.765,0.701,0.973,0.929
blsc,4,4,C-BinOCT,0,0.88,1,3600.256039,0,0.831,0.815,0.882,0.857
blsc,4,4,C-BinOCT,0,0.89,1,3600.271837,0,0.831,0.752,0.893,0.771
blsc,4,4,C-BinOCT,0,0.9,1,3600.334959,0,0.833,0.764,0.901,0.818
blsc,4,4,C-BinOCT,0,0.91,1,3600.308974,0,0.829,0.745,0.914,0.771
blsc,4,4,C-BinOCT,0,0.92,1,3600.24703,0,0.808,0.771,0.923,0.841
blsc,4,4,C-BinOCT,0,0.93,1,3600.371319,0,0.806,0.752,0.933,0.815
blsc,4,4,C-BinOCT,0,0.94,1,3600.27282,0,0.806,0.745,0.943,0.860
blsc,4,4,C-BinOCT,0,0.95,1,3600.219924,0,0.769,0.771,0.955,0.877
blsc,4,4,C-BinOCT,0,0.96,1,3600.24626,0,0.776,0.758,0.962,0.926
blsc,4,4,C-BinOCT,0,0.97,1,3600.283374,0,0.761,0.745,0.972,0.870
blsc,2,1,U-PIP,,,,182.1299753,,0.912,0.885,0.888,0.896
blsc,2,2,U-PIP,,,,362.9326727,,0.889,0.892,0.928,0.945
blsc,2,3,U-PIP,,,,357.2849746,,0.87,0.822,0.956,0.95
blsc,2,4,U-PIP,,,,341.0122619,,0.919,0.879,0.931,0.883
blsc,3,1,U-PIP,,,,393.7117851,,0.912,0.822,0.943,0.9
blsc,3,2,U-PIP,,,,419.6911082,,0.936,0.86,0.942,0.943
blsc,3,3,U-PIP,,,,422.4500101,,0.938,0.904,0.934,0.943
blsc,3,4,U-PIP,,,,374.5193639,,0.927,0.828,0.911,0.818
blsc,4,1,U-PIP,,,,374.862045,,0.925,0.86,0.919,0.883
blsc,4,2,U-PIP,,,,512.4353409,,0.953,0.86,0.964,0.915
blsc,4,3,U-PIP,,,,523.4947774,,0.955,0.879,0.943,0.932
blsc,4,4,U-PIP,,,,407.6847582,,0.953,0.841,0.951,0.889
blsc,2,1,BendersOCT,,,0,7.668504,,0.686,0.669,0.637,0.630
blsc,2,2,BendersOCT,,,0,9.46613121,,0.677,0.694,0.765,0.763
blsc,2,3,BendersOCT,,,0,5.23359704,,0.694,0.643,0.627,0.604
blsc,2,4,BendersOCT,,,0,5.924724102,,0.688,0.662,0.634,0.638
blsc,3,1,BendersOCT,,,0,93.27089691,,0.720,0.675,0.714,0.684
blsc,3,2,BendersOCT,,,0,295.2264731,,0.741,0.720,0.756,0.766
blsc,3,3,BendersOCT,,,0,275.369056,,0.752,0.688,0.810,0.738
blsc,3,4,BendersOCT,,,0,196.4266961,,0.754,0.669,0.722,0.628
blsc,4,1,BendersOCT,,,0.796116494,3600.122607,,0.780,0.745,0.778,0.747
blsc,4,2,BendersOCT,,,0.460869565,3600.113489,,0.776,0.764,0.757,0.753
blsc,4,3,BendersOCT,,,0.742138365,3600.109269,,0.791,0.707,0.804,0.691
blsc,4,4,BendersOCT,,,0.252303642,3600.070079,,0.799,0.701,0.819,0.674
blsc,2,1,U-BinOCT,,,0,2.877344131,,0.729,0.682,0.697,0.663
blsc,2,2,U-BinOCT,,,0,1.784538031,,0.729,0.682,0.779,0.684
blsc,2,3,U-BinOCT,,,0,1.914562941,,0.731,0.675,0.771,0.700
blsc,2,4,U-BinOCT,,,0,2.00492692,,0.733,0.669,0.778,0.681
blsc,3,1,U-BinOCT,,,0.958913907,3600.057495,,0.788,0.701,0.793,0.699
blsc,3,2,U-BinOCT,,,0.967114482,3600.068453,,0.788,0.701,0.782,0.724
blsc,3,3,U-BinOCT,,,0.966642697,3600.075624,,0.763,0.745,0.795,0.833
blsc,3,4,U-BinOCT,,,0.954761339,3600.091017,,0.793,0.720,0.798,0.722
blsc,4,1,U-BinOCT,,,1,3600.134002,,0.842,0.771,0.842,0.779
blsc,4,2,U-BinOCT,,,1,3600.225838,,0.846,0.783,0.853,0.806
blsc,4,3,U-BinOCT,,,1,3600.224974,,0.844,0.815,0.822,0.849
blsc,4,4,U-BinOCT,,,1,3600.225462,,0.853,0.777,0.839,0.797
blsc,2,1,CART,,,,0.12271026,,0.645,0.637,0.650,0.649
blsc,2,2,CART,,,,0.121617923,,0.641,0.618,0.681,0.662
blsc,2,3,CART,,,,0.11978522,,0.671,0.624,0.784,0.745
blsc,2,4,CART,,,,0.120707892,,0.716,0.688,0.744,0.734
blsc,3,1,CART,,,,0.122243349,,0.744,0.688,0.711,0.649
blsc,3,2,CART,,,,0.122374941,,0.767,0.694,0.756,0.687
blsc,3,3,CART,,,,0.122112913,,0.748,0.662,0.678,0.641
blsc,3,4,CART,,,,0.122824603,,0.771,0.732,0.718,0.696
blsc,4,1,CART,,,,0.131214604,,0.838,0.783,0.854,0.795
blsc,4,2,CART,,,,0.126487127,,0.765,0.739,0.718,0.725
blsc,4,3,CART,,,,0.123385607,,0.838,0.796,0.798,0.822
blsc,4,4,CART,,,,0.12333925,,0.833,0.777,0.828,0.756
