dataset,depth,split,method,restricted_class,beta_p,gap,time,gamma,train_acc,test_acc,train_prec,test_prec
ctmc,2,3,C-BinOCT,0,0.72,0,135.0735409,0,0.525,0.534,0.725,0.648
ctmc,2,4,C-BinOCT,0,0.54,9.00E-05,138.285737,0,0.553,0.523,0.634,0.619
ctmc,2,4,C-BinOCT,0,0.56,6.88E-05,144.8318582,0,0.553,0.523,0.634,0.619
ctmc,2,4,C-BinOCT,0,0.58,6.96E-05,153.062871,0,0.553,0.523,0.634,0.619
ctmc,2,4,C-BinOCT,0,0.6,0,151.997256,0,0.553,0.523,0.634,0.619
ctmc,2,4,C-BinOCT,0,0.62,9.53E-05,128.840941,0,0.553,0.523,0.634,0.619
ctmc,2,4,C-BinOCT,0,0.64,3.29E-05,124.2814739,0,0.550,0.526,0.644,0.631
ctmc,2,4,C-BinOCT,0,0.66,1.90E-05,133.1754611,0,0.541,0.507,0.741,0.739
ctmc,2,4,C-BinOCT,0,0.68,0,118.525342,0,0.541,0.507,0.741,0.739
ctmc,2,4,C-BinOCT,0,0.7,6.02E-05,114.9386401,0,0.541,0.507,0.741,0.739
ctmc,2,4,C-BinOCT,0,0.72,5.23E-05,123.932831,0,0.541,0.507,0.741,0.739
ctmc,3,1,C-BinOCT,0,0.64,1,3600.349605,0,0.583,0.501,0.657,0.580
ctmc,3,1,C-BinOCT,0,0.66,1,3600.319459,0,0.583,0.539,0.669,0.611
ctmc,3,1,C-BinOCT,0,0.68,1,3615.74562,0,0.571,0.523,0.698,0.655
ctmc,3,1,C-BinOCT,0,0.7,1,3602.057341,0,0.569,0.520,0.707,0.677
ctmc,3,1,C-BinOCT,0,0.72,1,3600.565727,0,0.567,0.501,0.726,0.667
ctmc,3,1,C-BinOCT,0,0.74,1,3600.33945,0,0.577,0.537,0.747,0.719
ctmc,3,1,C-BinOCT,0,0.76,1,3600.315631,0,0.551,0.499,0.762,0.720
ctmc,3,1,C-BinOCT,0,0.78,1,3600.196664,0,0.543,0.501,0.784,0.730
ctmc,3,1,C-BinOCT,0,0.8,1,3600.228481,0,0.559,0.501,0.802,0.739
ctmc,3,1,C-BinOCT,0,0.82,1,3600.258996,0,0.545,0.496,0.826,0.759
ctmc,3,2,C-BinOCT,0,0.64,1,3600.479373,0,0.588,0.515,0.648,0.581
ctmc,3,2,C-BinOCT,0,0.66,1,3600.33939,0,0.589,0.501,0.742,0.664
ctmc,3,2,C-BinOCT,0,0.68,1,3600.287985,0,0.589,0.504,0.735,0.667
ctmc,3,2,C-BinOCT,0,0.7,1,3600.428103,0,0.588,0.501,0.720,0.645
ctmc,3,2,C-BinOCT,0,0.72,1,3600.315302,0,0.589,0.504,0.735,0.667
ctmc,3,2,C-BinOCT,0,0.74,1,3600.284149,0,0.559,0.482,0.742,0.652
ctmc,3,2,C-BinOCT,0,0.76,1,3600.461291,0,0.585,0.509,0.766,0.694
ctmc,3,2,C-BinOCT,0,0.78,1,3600.328885,0,0.575,0.496,0.783,0.705
ctmc,3,2,C-BinOCT,0,0.8,1,3600.294026,0,0.564,0.528,0.801,0.795
ctmc,3,2,C-BinOCT,0,0.82,1,3600.738653,0,0.564,0.472,0.822,0.737
ctmc,3,3,C-BinOCT,0,0.64,1,3600.259661,0,0.567,0.542,0.655,0.608
ctmc,3,3,C-BinOCT,0,0.66,1,3600.387687,0,0.567,0.539,0.662,0.610
ctmc,3,3,C-BinOCT,0,0.68,1,3600.342734,0,0.573,0.558,0.688,0.627
ctmc,3,3,C-BinOCT,0,0.7,1,3600.260027,0,0.572,0.545,0.716,0.644
ctmc,3,3,C-BinOCT,0,0.72,1,3600.529147,0,0.545,0.564,0.744,0.675
ctmc,3,3,C-BinOCT,0,0.74,1,3600.212557,0,0.564,0.550,0.746,0.672
ctmc,3,3,C-BinOCT,0,0.76,1,3600.462639,0,0.536,0.539,0.776,0.698
ctmc,3,3,C-BinOCT,0,0.78,1,3600.349856,0,0.542,0.558,0.781,0.737
ctmc,3,3,C-BinOCT,0,0.8,1,3600.303926,0,0.529,0.556,0.810,0.818
ctmc,3,3,C-BinOCT,0,0.82,1,3600.361353,0,0.553,0.531,0.821,0.755
ctmc,3,4,C-BinOCT,0,0.64,1,3600.307582,0,0.588,0.545,0.658,0.607
ctmc,3,4,C-BinOCT,0,0.66,1,3600.319143,0,0.562,0.528,0.719,0.743
ctmc,3,4,C-BinOCT,0,0.68,1,3600.809946,0,0.559,0.523,0.744,0.753
ctmc,3,4,C-BinOCT,0,0.7,1,3600.301454,0,0.582,0.547,0.702,0.717
ctmc,3,4,C-BinOCT,0,0.72,1,3600.554923,0,0.579,0.550,0.723,0.736
ctmc,3,4,C-BinOCT,0,0.74,1,3600.489402,0,0.574,0.556,0.741,0.770
ctmc,3,4,C-BinOCT,0,0.76,1,3600.584706,0,0.564,0.518,0.790,0.740
ctmc,3,4,C-BinOCT,0,0.78,1,3600.352674,0,0.564,0.509,0.783,0.703
ctmc,3,4,C-BinOCT,0,0.8,1,3600.262641,0,0.550,0.499,0.808,0.780
ctmc,3,4,C-BinOCT,0,0.82,1,3600.439806,0,0.521,0.501,0.822,0.836
ctmc,4,1,C-BinOCT,0,0.64,1,3600.88233,0,0.589,0.534,0.706,0.679
ctmc,4,1,C-BinOCT,0,0.66,1,3600.55223,0,0.582,0.520,0.665,0.595
ctmc,4,1,C-BinOCT,0,0.68,1,3600.584083,0,0.596,0.569,0.747,0.715
ctmc,4,1,C-BinOCT,0,0.7,1,3600.673446,0,0.588,0.539,0.744,0.702
ctmc,4,1,C-BinOCT,0,0.72,1,3600.713107,0,0.564,0.501,0.762,0.695
ctmc,4,1,C-BinOCT,0,0.74,1,3600.610018,0,0.584,0.545,0.741,0.702
ctmc,4,1,C-BinOCT,0,0.76,1,3600.750594,0,0.567,0.496,0.763,0.683
ctmc,4,1,C-BinOCT,0,0.78,1,3600.691041,0,0.561,0.499,0.780,0.731
ctmc,4,1,C-BinOCT,0,0.8,1,3600.587434,0,0.555,0.504,0.803,0.733
ctmc,4,1,C-BinOCT,0,0.82,1,3600.786197,0,0.572,0.512,0.821,0.762
ctmc,4,2,C-BinOCT,0,0.64,1,3600.68314,0,0.611,0.528,0.686,0.615
ctmc,4,2,C-BinOCT,0,0.66,1,3600.655776,0,0.603,0.507,0.743,0.656
ctmc,4,2,C-BinOCT,0,0.68,1,3600.544976,0,0.608,0.537,0.724,0.683
ctmc,4,2,C-BinOCT,0,0.7,1,3600.549832,0,0.595,0.518,0.753,0.678
ctmc,4,2,C-BinOCT,0,0.72,1,3600.629818,0,0.605,0.499,0.753,0.647
ctmc,4,2,C-BinOCT,0,0.74,1,3600.394358,0,0.585,0.515,0.745,0.709
ctmc,4,2,C-BinOCT,0,0.76,1,3600.522004,0,0.554,0.480,0.771,0.721
ctmc,4,2,C-BinOCT,0,0.78,1,3600.515798,0,0.576,0.507,0.782,0.717
ctmc,4,2,C-BinOCT,0,0.8,1,3600.523554,0,0.580,0.539,0.801,0.747
ctmc,4,2,C-BinOCT,0,0.82,1,3600.867649,0,0.575,0.491,0.821,0.738
ctmc,4,3,C-BinOCT,0,0.64,1,3600.509568,0,0.580,0.569,0.674,0.613
ctmc,4,3,C-BinOCT,0,0.66,1,3600.561288,0,0.586,0.534,0.687,0.582
ctmc,4,3,C-BinOCT,0,0.68,1,3600.707924,0,0.588,0.588,0.698,0.642
ctmc,4,3,C-BinOCT,0,0.7,1,3600.788691,0,0.578,0.556,0.701,0.619
ctmc,4,3,C-BinOCT,0,0.72,1,3600.692871,0,0.574,0.558,0.739,0.662
ctmc,4,3,C-BinOCT,0,0.74,1,3600.776674,0,0.561,0.556,0.749,0.694
ctmc,4,3,C-BinOCT,0,0.76,1,3600.590756,0,0.541,0.526,0.762,0.678
ctmc,4,3,C-BinOCT,0,0.78,1,3600.82562,0,0.566,0.556,0.782,0.718
ctmc,4,3,C-BinOCT,0,0.8,1,3600.616101,0,0.549,0.542,0.801,0.709
ctmc,4,3,C-BinOCT,0,0.82,1,3600.361048,0,0.543,0.545,0.821,0.743
ctmc,4,4,C-BinOCT,0,0.64,1,3600.485663,0,0.598,0.547,0.669,0.620
ctmc,4,4,C-BinOCT,0,0.66,1,3600.748017,0,0.594,0.545,0.663,0.612
ctmc,4,4,C-BinOCT,0,0.68,1,3600.53324,0,0.589,0.537,0.689,0.651
ctmc,4,4,C-BinOCT,0,0.7,1,3600.66206,0,0.584,0.539,0.711,0.693
ctmc,4,4,C-BinOCT,0,0.72,1,3600.538408,0,0.581,0.550,0.724,0.736
ctmc,4,4,C-BinOCT,0,0.74,1,3601.732339,0,0.585,0.528,0.746,0.752
ctmc,4,4,C-BinOCT,0,0.76,1,3600.876618,0,0.535,0.482,0.762,0.797
ctmc,4,4,C-BinOCT,0,0.78,1,3600.509776,0,0.564,0.491,0.784,0.750
ctmc,4,4,C-BinOCT,0,0.8,1,3600.718695,0,0.533,0.496,0.807,0.740
ctmc,4,4,C-BinOCT,0,0.82,1,3600.620891,0,0.551,0.480,0.822,0.817
ctmc,2,1,U-PIP,,,,194.6005888,,0.509,0.447,0.531,0.490
ctmc,2,2,U-PIP,,,,334.7803445,,0.570,0.488,0.679,0.590
ctmc,2,3,U-PIP,,,,547.6118722,,0.548,0.493,0.614,0.555
ctmc,2,4,U-PIP,,,,406.2990377,,0.514,0.472,0.541,0.500
ctmc,3,1,U-PIP,,,,468.8451302,,0.605,0.531,0.663,0.593
ctmc,3,2,U-PIP,,,,531.6479506,,0.610,0.499,0.635,0.538
ctmc,3,3,U-PIP,,,,315.8724215,,0.583,0.531,0.681,0.609
ctmc,3,4,U-PIP,,,,554.9178011,,0.595,0.561,0.769,0.752
ctmc,4,1,U-PIP,,,,565.9953523,,0.630,0.550,0.724,0.647
ctmc,4,2,U-PIP,,,,526.997541,,0.619,0.509,0.714,0.639
ctmc,4,3,U-PIP,,,,690.653652,,0.644,0.561,0.708,0.612
ctmc,4,4,U-PIP,,,,385.2734411,,0.604,0.539,0.678,0.613
ctmc,2,1,BendersOCT,,,0,67.89840388,,0.518,0.458,0.564,0.525
ctmc,2,2,BendersOCT,,,0,21.58605695,,0.524,0.480,0.690,0.660
ctmc,2,3,BendersOCT,,,0,29.30433106,,0.505,0.534,0.690,0.664
ctmc,2,4,BendersOCT,,,0,18.83640504,,0.512,0.515,0.686,0.675
ctmc,3,1,BendersOCT,,,0.732711913,3600.092969,,0.541,0.477,0.569,0.534
ctmc,3,2,BendersOCT,,,0.809838895,3600.132048,,0.553,0.518,0.640,0.630
ctmc,3,3,BendersOCT,,,0.766859345,3600.041872,,0.544,0.504,0.600,0.543
ctmc,3,4,BendersOCT,,,0.796812749,3600.132076,,0.551,0.523,0.640,0.628
ctmc,4,1,BendersOCT,,,0.962773549,3600.117623,,0.563,0.528,0.667,0.619
ctmc,4,2,BendersOCT,,,0.997917751,3600.2183,,0.568,0.488,0.705,0.647
ctmc,4,3,BendersOCT,,,0.991957105,3600.200576,,0.558,0.512,0.577,0.545
ctmc,4,4,BendersOCT,,,0.991110004,3600.203349,,0.563,0.504,0.601,0.571
ctmc,2,1,U-BinOCT,,,6.82E-05,104.384753,,0.558,0.509,0.642,0.595
ctmc,2,2,U-BinOCT,,,8.72E-05,103.7589171,,0.558,0.493,0.657,0.618
ctmc,2,3,U-BinOCT,,,9.20E-05,123.5743341,,0.545,0.547,0.641,0.600
ctmc,2,4,U-BinOCT,,,2.82E-05,96.14765596,,0.553,0.523,0.634,0.619
ctmc,3,1,U-BinOCT,,,1,3600.318928,,0.568,0.499,0.639,0.569
ctmc,3,2,U-BinOCT,,,1,3600.487225,,0.590,0.509,0.638,0.587
ctmc,3,3,U-BinOCT,,,1,3600.515893,,0.569,0.556,0.642,0.609
ctmc,3,4,U-BinOCT,,,1,3600.254955,,0.582,0.545,0.687,0.700
ctmc,4,1,U-BinOCT,,,1,3600.50922,,0.578,0.491,0.647,0.563
ctmc,4,2,U-BinOCT,,,1,3600.712124,,0.594,0.507,0.738,0.670
ctmc,4,3,U-BinOCT,,,1,3600.44443,,0.580,0.553,0.625,0.596
ctmc,4,4,U-BinOCT,,,1,3600.48132,,0.580,0.501,0.633,0.572
ctmc,2,1,CART,,,,0.146776263,,0.480,0.453,0.528,0.518
ctmc,2,2,CART,,,,0.133280004,,0.520,0.466,0.626,0.591
ctmc,2,3,CART,,,,0.126443729,,0.470,0.485,0.525,0.531
ctmc,2,4,CART,,,,0.126479949,,0.481,0.453,0.532,0.508
ctmc,3,1,CART,,,,0.132075266,,0.541,0.504,0.802,0.753
ctmc,3,2,CART,,,,0.132240986,,0.552,0.499,0.580,0.538
ctmc,3,3,CART,,,,0.131103327,,0.534,0.539,0.763,0.699
ctmc,3,4,CART,,,,0.139503882,,0.536,0.523,0.771,0.767
ctmc,4,1,CART,,,,0.152330146,,0.581,0.566,0.678,0.654
ctmc,4,2,CART,,,,0.149606816,,0.584,0.518,0.675,0.644
ctmc,4,3,CART,,,,0.144147662,,0.571,0.575,0.660,0.624
ctmc,4,4,CART,,,,0.144821228,,0.584,0.537,0.679,0.620
