run,type,tau_0,varrho,beta_p,objective_value,optimality_gap,time,actual_time,same_pieces,gamma,z_frac,z_counts,train_frac,train_constraint_gap,train_counts,test_frac,test_constraint_gap,test_counts,test_train_gap,vio_asm_equal_0,vio_asm_interval,vio_feasibilitytol,vio_asm_equal_0_rate,vio_asm_interval_rate,vio_feasibilitytol_rate,z_integrality_vio,train_acc,test_acc,train_prec,test_prec
1,unconstrained,,0,,0.912393162,0.048348702,393.7117851,393.7117851,,,{'acc_margin': 0.912},"{'acc_margin': {'nm': 427.0, 'dm': 468}}","{'acc': 0.912, 'acc_margin': 0.912, 'prec1': 0.943, 'prec2': 0.842, 'prec3': 0.891}",,"{'acc': {'nm': 427, 'dm': 468}, 'acc_margin': {'nm': 427, 'dm': 468}, 'prec1': {'nm': 199, 'dm': 211}, 'prec2': {'nm': 16, 'dm': 19}, 'prec3': {'nm': 212, 'dm': 238}}","{'acc': 0.822, 'acc_margin': 0.822, 'prec1': 0.9, 'prec2': 0.125, 'prec3': 0.823}",,"{'acc': {'nm': 129, 'dm': 157}, 'acc_margin': {'nm': 129, 'dm': 157}, 'prec1': {'nm': 63, 'dm': 70}, 'prec2': {'nm': 1, 'dm': 8}, 'prec3': {'nm': 65, 'dm': 79}}","{'acc': -0.09, 'acc_margin': -0.09}",,,0,,,0,0,0.912,0.822,0.943,0.9
2,unconstrained,,0,,0.935897436,0.068493151,419.6911082,419.6911082,,,{'acc_margin': 0.936},"{'acc_margin': {'nm': 438.0, 'dm': 468}}","{'acc': 0.936, 'acc_margin': 0.936, 'prec1': 0.942, 'prec2': 0.824, 'prec3': 0.938}",,"{'acc': {'nm': 438, 'dm': 468}, 'acc_margin': {'nm': 438, 'dm': 468}, 'prec1': {'nm': 212, 'dm': 225}, 'prec2': {'nm': 14, 'dm': 17}, 'prec3': {'nm': 212, 'dm': 226}}","{'acc': 0.86, 'acc_margin': 0.841, 'prec1': 0.943, 'prec2': 0.0, 'prec3': 0.863}",,"{'acc': {'nm': 135, 'dm': 157}, 'acc_margin': {'nm': 132, 'dm': 157}, 'prec1': {'nm': 66, 'dm': 70}, 'prec2': {'nm': 0, 'dm': 7}, 'prec3': {'nm': 69, 'dm': 80}}","{'acc': -0.076, 'acc_margin': -0.095}",,,0,,,0,0,0.936,0.86,0.942,0.943
3,unconstrained,,0,,0.938034188,0.066059226,422.4500101,422.4500101,,,{'acc_margin': 0.938},"{'acc_margin': {'nm': 439.0, 'dm': 468}}","{'acc': 0.938, 'acc_margin': 0.938, 'prec1': 0.934, 'prec2': 0.857, 'prec3': 0.947}",,"{'acc': {'nm': 439, 'dm': 468}, 'acc_margin': {'nm': 439, 'dm': 468}, 'prec1': {'nm': 213, 'dm': 228}, 'prec2': {'nm': 12, 'dm': 14}, 'prec3': {'nm': 214, 'dm': 226}}","{'acc': 0.904, 'acc_margin': 0.898, 'prec1': 0.943, 'prec2': 0.545, 'prec3': 0.921}",,"{'acc': {'nm': 142, 'dm': 157}, 'acc_margin': {'nm': 141, 'dm': 157}, 'prec1': {'nm': 66, 'dm': 70}, 'prec2': {'nm': 6, 'dm': 11}, 'prec3': {'nm': 70, 'dm': 76}}","{'acc': -0.034, 'acc_margin': -0.04}",,,0,,,0,0,0.938,0.904,0.934,0.943
4,unconstrained,,0,,0.927350427,0.078341014,374.5193639,374.5193639,,,{'acc_margin': 0.927},"{'acc_margin': {'nm': 434.0, 'dm': 468}}","{'acc': 0.927, 'acc_margin': 0.927, 'prec1': 0.911, 'prec2': 1.0, 'prec3': 0.942}",,"{'acc': {'nm': 434, 'dm': 468}, 'acc_margin': {'nm': 434, 'dm': 468}, 'prec1': {'nm': 215, 'dm': 236}, 'prec2': {'nm': 9, 'dm': 9}, 'prec3': {'nm': 210, 'dm': 223}}","{'acc': 0.828, 'acc_margin': 0.822, 'prec1': 0.818, 'prec2': 0.375, 'prec3': 0.889}",,"{'acc': {'nm': 130, 'dm': 157}, 'acc_margin': {'nm': 129, 'dm': 157}, 'prec1': {'nm': 63, 'dm': 77}, 'prec2': {'nm': 3, 'dm': 8}, 'prec3': {'nm': 64, 'dm': 72}}","{'acc': -0.099, 'acc_margin': -0.105}",,,0,,,0,0,0.927,0.828,0.911,0.818
