method,dataset,run,depth,restricted_class,beta_p,objective_value,optimality_gap,time,gamma,train_acc,test_acc,train_prec,test_prec
C-BinOCT,ctmc,4,2,0,0.68,507.0,0.0,118.52534198760986,0.0,0.5407608695652174,0.5067750677506775,0.7414965986394558,0.7391304347826086
C-BinOCT,ctmc,4,2,0,0.7,507.0,6.018960362020045e-05,114.93864011764526,0.0,0.5407608695652174,0.5067750677506775,0.7414965986394558,0.7391304347826086
C-BinOCT,ctmc,4,2,0,0.72,507.0,5.2317946106802515e-05,123.93283104896545,0.0,0.5407608695652174,0.5067750677506775,0.7414965986394558,0.7391304347826086
C-BinOCT,ctmc,1,3,0,0.64,460.0,0.9999999999997826,3600.3496050834656,0.0,0.5833333333333334,0.5013550135501355,0.6572008113590264,0.5802469135802469
C-BinOCT,ctmc,1,3,0,0.66,460.0,0.9999999999997826,3600.319458961487,0.0,0.5833333333333334,0.5392953929539296,0.6688741721854304,0.6111111111111112
C-BinOCT,ctmc,1,3,0,0.68,473.999999999,0.9999999999997891,3615.7456200122833,0.0,0.5706521739130435,0.5230352303523035,0.6977886977886978,0.6546762589928058
C-BinOCT,ctmc,1,3,0,0.7,476.0,0.99999999999979,3602.0573410987854,0.0,0.5688405797101449,0.5203252032520326,0.7072538860103627,0.6774193548387096
C-BinOCT,ctmc,1,3,0,0.72,478.0,0.9999999999997908,3600.565726995468,0.0,0.5670289855072463,0.5013550135501355,0.7259887005649718,0.6666666666666666
C-BinOCT,ctmc,1,3,0,0.74,467.0,0.999999999999786,3600.339450120926,0.0,0.5769927536231884,0.5365853658536586,0.7465181058495822,0.71900826446281
C-BinOCT,ctmc,1,3,0,0.76,496.0,0.9999999999997984,3600.3156309127808,0.0,0.5507246376811594,0.4986449864498645,0.7620689655172413,0.7204301075268817
C-BinOCT,ctmc,1,3,0,0.78,505.00000000000017,0.999999999999802,3600.196664094925,0.0,0.542572463768116,0.5013550135501355,0.7835820895522388,0.7303370786516854
C-BinOCT,ctmc,1,3,0,0.8,487.0,0.9999999999997947,3600.228481054306,0.0,0.5588768115942029,0.5013550135501355,0.8021978021978022,0.7391304347826086
C-BinOCT,ctmc,1,3,0,0.82,502.0,0.9999999999998008,3600.2589960098267,0.0,0.5452898550724637,0.4959349593495935,0.8264462809917356,0.759493670886076
C-BinOCT,ctmc,2,3,0,0.64,454.999999998004,0.9999999999997803,3600.4793729782104,0.0,0.5878623188405797,0.5149051490514905,0.6482617586912065,0.5806451612903226
C-BinOCT,ctmc,2,3,0,0.66,454.0,0.9999999999997797,3600.339390039444,0.0,0.5887681159420289,0.5013550135501355,0.7416020671834626,0.6637168141592921
C-BinOCT,ctmc,2,3,0,0.68,454.0,0.9999999999997797,3600.2879848480225,0.0,0.5887681159420289,0.5040650406504065,0.7350649350649351,0.6666666666666666
C-BinOCT,ctmc,2,3,0,0.7,455.0,0.9999999999997803,3600.4281029701233,0.0,0.5878623188405797,0.5013550135501355,0.7195121951219512,0.6451612903225806
C-BinOCT,ctmc,2,3,0,0.72,454.0,0.9999999999997797,3600.3153018951416,0.0,0.5887681159420289,0.5040650406504065,0.7350649350649351,0.6666666666666666
C-BinOCT,ctmc,2,3,0,0.74,487.0,0.9999999999997947,3600.284149169922,0.0,0.5588768115942029,0.4823848238482385,0.7423312883435583,0.6521739130434783
C-BinOCT,ctmc,2,3,0,0.76,458.0,0.9999999999997817,3600.461291074753,0.0,0.5851449275362319,0.5094850948509485,0.7661971830985915,0.6944444444444444
C-BinOCT,ctmc,2,3,0,0.78,469.0,0.9999999999997868,3600.32888507843,0.0,0.5751811594202898,0.4959349593495935,0.7832817337461301,0.7052631578947368
C-BinOCT,ctmc,2,3,0,0.8,480.99999999999994,0.9999999999997922,3600.2940258979797,0.0,0.5643115942028986,0.5284552845528455,0.8006993006993007,0.7954545454545454
C-BinOCT,ctmc,2,3,0,0.82,481.0,0.9999999999997922,3600.738652944565,0.0,0.5643115942028986,0.4715447154471545,0.8215613382899628,0.7368421052631579
C-BinOCT,ctmc,3,3,0,0.64,478.0,0.9999999999997908,3600.259660959244,0.0,0.5670289855072463,0.5420054200542005,0.6552462526766595,0.608433734939759
C-BinOCT,ctmc,3,3,0,0.66,478.0,0.9999999999997908,3600.3876869678497,0.0,0.5670289855072463,0.5392953929539296,0.6622807017543859,0.6097560975609756
C-BinOCT,ctmc,3,3,0,0.68,471.0,0.9999999999997877,3600.342733860016,0.0,0.5733695652173914,0.5582655826558266,0.6882217090069284,0.6273291925465838
C-BinOCT,ctmc,3,3,0,0.7,472.0,0.9999999999997882,3600.2600269317627,0.0,0.572463768115942,0.5447154471544715,0.71571072319202,0.6442953020134228
C-BinOCT,ctmc,3,3,0,0.72,502.0,0.9999999999998008,3600.5291471481323,0.0,0.5452898550724637,0.5636856368563685,0.7436708860759493,0.6746031746031746
C-BinOCT,ctmc,3,3,0,0.74,481.0,0.9999999999997922,3600.212557077408,0.0,0.5643115942028986,0.5501355013550135,0.7463976945244957,0.6717557251908397
C-BinOCT,ctmc,3,3,0,0.76,512.0,0.9999999999998046,3600.462639093399,0.0,0.5362318840579711,0.5392953929539296,0.7757352941176471,0.6981132075471698
C-BinOCT,ctmc,3,3,0,0.78,506.0,0.9999999999998024,3600.3498561382294,0.0,0.5416666666666666,0.5582655826558266,0.7809187279151943,0.7368421052631579
C-BinOCT,ctmc,3,3,0,0.8,520.0,0.9999999999998076,3600.3039259910583,0.0,0.5289855072463768,0.5555555555555556,0.8104838709677419,0.8181818181818182
C-BinOCT,ctmc,3,3,0,0.82,494.0,0.9999999999997976,3600.361353158951,0.0,0.552536231884058,0.5311653116531165,0.8205128205128205,0.7549019607843137
C-BinOCT,ctmc,4,3,0,0.64,455.0000000000009,0.9999999999997803,3600.3075819015503,0.0,0.5878623188405797,0.5447154471544715,0.658203125,0.6069364161849711
C-BinOCT,ctmc,4,3,0,0.66,484.0,0.9999999999997934,3600.319142818451,0.0,0.5615942028985508,0.5284552845528455,0.7188405797101449,0.7428571428571429
C-BinOCT,ctmc,4,3,0,0.68,487.0,0.9999999999997947,3600.809945821762,0.0,0.5588768115942029,0.5230352303523035,0.7444794952681388,0.7525773195876289
C-BinOCT,ctmc,4,3,0,0.7,462.0,0.9999999999997836,3600.30145406723,0.0,0.5815217391304348,0.5474254742547425,0.7017114914425427,0.7165354330708661
C-BinOCT,ctmc,4,3,0,0.72,465.0,0.999999999999785,3600.554923057556,0.0,0.5788043478260869,0.5501355013550135,0.7225130890052356,0.7355371900826446
C-BinOCT,ctmc,4,3,0,0.74,470.0,0.9999999999997873,3600.4894020557404,0.0,0.5742753623188406,0.5555555555555556,0.7407407407407407,0.7699115044247787
C-BinOCT,ctmc,4,3,0,0.76,480.999999999,0.9999999999997922,3600.584706068039,0.0,0.5643115942028986,0.5176151761517616,0.7896440129449838,0.7403846153846154
C-BinOCT,ctmc,4,3,0,0.78,481.0,0.9999999999997922,3600.3526740074158,0.0,0.5643115942028986,0.5094850948509485,0.782608695652174,0.7029702970297029
C-BinOCT,ctmc,4,3,0,0.8,496.999999999,0.9999999999997988,3600.262640953064,0.0,0.5498188405797102,0.4986449864498645,0.8076923076923077,0.7804878048780488
C-BinOCT,ctmc,4,3,0,0.82,529.0,0.9999999999998109,3600.4398062229156,0.0,0.5208333333333334,0.5013550135501355,0.822429906542056,0.835820895522388
C-BinOCT,ctmc,1,4,0,0.64,454.0,0.9999999999997797,3600.882329940796,0.0,0.5887681159420289,0.5338753387533876,0.7064439140811456,0.6791044776119403
C-BinOCT,ctmc,1,4,0,0.66,462.0,0.9999999999997836,3600.5522298812866,0.0,0.5815217391304348,0.5203252032520326,0.6652452025586354,0.5950920245398773
C-BinOCT,ctmc,1,4,0,0.68,446.0,0.9999999999997758,3600.5840830802917,0.0,0.5960144927536232,0.5691056910569106,0.7466666666666667,0.7153846153846154
C-BinOCT,ctmc,1,4,0,0.7,455.0,0.9999999999997803,3600.6734459400177,0.0,0.5878623188405797,0.5392953929539296,0.7443181818181818,0.7024793388429752
C-BinOCT,ctmc,1,4,0,0.72,481.0,0.9999999999997922,3600.7131068706512,0.0,0.5643115942028986,0.5013550135501355,0.762214983713355,0.6952380952380952
C-BinOCT,ctmc,1,4,0,0.74,459.0,0.9999999999997822,3600.610018014908,0.0,0.5842391304347826,0.5447154471544715,0.7411444141689373,0.7024793388429752
C-BinOCT,ctmc,1,4,0,0.76,478.0,0.9999999999997908,3600.750594139099,0.0,0.5670289855072463,0.4959349593495935,0.7625,0.6826923076923077
C-BinOCT,ctmc,1,4,0,0.78,485.0,0.9999999999997938,3600.691040992737,0.0,0.5606884057971014,0.4986449864498645,0.7804878048780488,0.7311827956989247
C-BinOCT,ctmc,1,4,0,0.8,491.0,0.9999999999997964,3600.587434053421,0.0,0.5552536231884058,0.5040650406504065,0.8028673835125448,0.7333333333333333
C-BinOCT,ctmc,1,4,0,0.82,472.0,0.9999999999997882,3600.786196947098,0.0,0.572463768115942,0.5121951219512195,0.8206106870229007,0.7619047619047619
C-BinOCT,ctmc,2,4,0,0.64,429.0,0.999999999999767,3600.683140039444,0.0,0.6114130434782609,0.5284552845528455,0.6859504132231405,0.6153846153846154
C-BinOCT,ctmc,2,4,0,0.66,438.0,0.9999999999997717,3600.6557760238647,0.0,0.6032608695652174,0.5067750677506775,0.7425,0.6557377049180327
C-BinOCT,ctmc,2,4,0,0.68,433.0,0.9999999999997691,3600.5449759960175,0.0,0.6077898550724637,0.5365853658536586,0.7242206235011991,0.6825396825396826
C-BinOCT,ctmc,2,4,0,0.7,447.0,0.9999999999997763,3600.549831867218,0.0,0.595108695652174,0.5176151761517616,0.7526881720430108,0.6779661016949152
C-BinOCT,ctmc,2,4,0,0.72,436.0,0.9999999999997706,3600.6298179626465,0.0,0.605072463768116,0.4986449864498645,0.7532467532467533,0.6470588235294118
C-BinOCT,ctmc,2,4,0,0.74,458.0,0.9999999999997817,3600.3943581581116,0.0,0.5851449275362319,0.5149051490514905,0.7446236559139785,0.7090909090909091
C-BinOCT,ctmc,2,4,0,0.76,492.0,0.9999999999997967,3600.522003889084,0.0,0.5543478260869565,0.4796747967479675,0.7705479452054794,0.7209302325581395
C-BinOCT,ctmc,2,4,0,0.78,468.0,0.9999999999997864,3600.51579785347,0.0,0.5760869565217391,0.5067750677506775,0.7823343848580442,0.717391304347826
C-BinOCT,ctmc,2,4,0,0.8,464.0,0.9999999999997845,3600.523554086685,0.0,0.5797101449275363,0.5392953929539296,0.8006535947712419,0.7473684210526316
C-BinOCT,ctmc,2,4,0,0.82,469.0,0.9999999999997868,3600.8676488399506,0.0,0.5751811594202898,0.4905149051490515,0.8210526315789474,0.7380952380952381
C-BinOCT,ctmc,3,4,0,0.64,464.0,0.9999999999997845,3600.509567975998,0.0,0.5797101449275363,0.5691056910569106,0.6740576496674058,0.6134969325153374
C-BinOCT,ctmc,3,4,0,0.66,457.0,0.9999999999997812,3600.561287879944,0.0,0.5860507246376812,0.5338753387533876,0.687089715536105,0.5818181818181818
C-BinOCT,ctmc,3,4,0,0.68,455.0,0.9999999999997803,3600.70792388916,0.0,0.5878623188405797,0.5880758807588076,0.6976744186046512,0.6415094339622641
C-BinOCT,ctmc,3,4,0,0.7,466.0,0.9999999999997854,3600.788690805435,0.0,0.5778985507246377,0.5555555555555556,0.7006960556844548,0.61875
C-BinOCT,ctmc,3,4,0,0.72,470.0,0.9999999999997873,3600.69287109375,0.0,0.5742753623188406,0.5582655826558266,0.7387640449438202,0.6617647058823529
C-BinOCT,ctmc,3,4,0,0.74,485.0,0.9999999999997938,3600.7766740322113,0.0,0.5606884057971014,0.5555555555555556,0.7492625368731564,0.6935483870967742
C-BinOCT,ctmc,3,4,0,0.76,507.0,0.9999999999998028,3600.5907559394836,0.0,0.5407608695652174,0.5257452574525745,0.7624113475177305,0.6782608695652174
C-BinOCT,ctmc,3,4,0,0.78,479.0,0.9999999999997913,3600.8256199359894,0.0,0.5661231884057971,0.5555555555555556,0.7816455696202531,0.717741935483871
C-BinOCT,ctmc,3,4,0,0.8,498.0,0.9999999999997993,3600.616101026535,0.0,0.5489130434782609,0.5420054200542005,0.8014184397163121,0.7090909090909091
C-BinOCT,ctmc,3,4,0,0.82,503.999999998,0.9999999999998016,3600.3610479831696,0.0,0.5434782608695652,0.5447154471544715,0.8210116731517509,0.7425742574257426
C-BinOCT,ctmc,4,4,0,0.64,443.999999998,0.9999999999997748,3600.4856629371643,0.0,0.5978260869565217,0.5474254742547425,0.6693548387096774,0.6204819277108434
C-BinOCT,ctmc,4,4,0,0.66,448.0,0.9999999999997768,3600.7480170726776,0.0,0.5942028985507246,0.5447154471544715,0.6633663366336634,0.611764705882353
C-BinOCT,ctmc,4,4,0,0.68,453.999999999,0.9999999999997797,3600.5332400798798,0.0,0.5887681159420289,0.5365853658536586,0.6890380313199105,0.6506849315068494
C-BinOCT,ctmc,4,4,0,0.7,459.0,0.9999999999997822,3600.662060022354,0.0,0.5842391304347826,0.5392953929539296,0.7114914425427873,0.6928571428571428
C-BinOCT,ctmc,4,4,0,0.72,463.0,0.9999999999997841,3600.538407802582,0.0,0.5806159420289855,0.5501355013550135,0.7244094488188977,0.7355371900826446
C-BinOCT,ctmc,4,4,0,0.74,458.0,0.9999999999997817,3601.7323389053345,0.0,0.5851449275362319,0.5284552845528455,0.7464788732394366,0.7522935779816514
C-BinOCT,ctmc,4,4,0,0.76,513.0,0.9999999999998049,3600.876617908478,0.0,0.5353260869565217,0.4823848238482385,0.7615658362989324,0.7972972972972973
C-BinOCT,ctmc,4,4,0,0.78,481.0,0.9999999999997922,3600.509775876999,0.0,0.5643115942028986,0.4905149051490515,0.7836879432624113,0.75
C-BinOCT,ctmc,4,4,0,0.8,516.0,0.9999999999998062,3600.7186949253082,0.0,0.532608695652174,0.4959349593495935,0.8068669527896996,0.7402597402597403
C-BinOCT,ctmc,4,4,0,0.82,496.0,0.9999999999997984,3600.620890855789,0.0,0.5507246376811594,0.4796747967479675,0.8218623481781376,0.8169014084507042
