run,type,beta_p,objective_value,optimality_gap,time,w,b,gamma_in_obj,train_acc_margin,train_accuracy,train_precision,train_recall,test_acc_margin,test_accuracy,test_precision,test_recall,violations_assumption_1,violations_assumption_2,violations_feasibilitytol,z_integrality_vio
1,shrinkage,0.6601063829787234,0.8246085011185689,0.08328811720021624,654.2938542366028,"[0.01676239760286987, 0.0, 0.16109523639490267, 0.1724631713776214, 1.5053558767045951, 2.312569756143452, -2.0945293535943574, 0.5494437267074406, -0.8900169357140437, 2.297763545760716]",-6.57411493001428,0.0,0.8246085011185682,0.8375838926174497,0.7881944444444444,0.25448430493273544,0.8154362416107382,0.836241610738255,0.7523809523809524,0.265993265993266,0,0,0,0
1,shrinkage,0.6701063829787234,0.8255033557046987,0.08184281842818346,1142.8431780338287,"[-0.08357188336667498, -0.7238270290241102, 0.5288348388504551, 0.2173561017601373, 1.3912894062960017, 2.1213759453586465, -1.7771909365263294, 0.08403584322051483, -1.0405084406000924, 2.032009574997038]",-6.338759638111458,0.0,0.825503355704698,0.8378076062639821,0.8223938223938224,0.23878923766816143,0.8147651006711409,0.8335570469798658,0.7692307692307693,0.2356902356902357,0,0,0,0
1,shrinkage,0.6801063829787234,0.8257270693512311,0.08236250338661517,730.9651937484741,"[-0.10606316718357522, -0.10052882470803137, 0.4845716475203887, 0.2027303964965146, 1.4607677354983113, 2.192626969362782, -1.8733298545849992, 0.2981044326697795, -0.9348874855881997, 2.346389486387419]",-6.167982265657422,0.0,0.8257270693512304,0.8404921700223713,0.8013468013468014,0.26681614349775784,0.812751677852349,0.8355704697986577,0.7407407407407407,0.26936026936026936,0,0,0,0
1,shrinkage,0.6901063829787234,0.8268456375838933,0.0808982683982676,818.6924660205841,"[-0.23809523142298072, -0.5011379783853229, 0.7534153858784238, 0.11658886588282247, 1.4741291460905797, 2.10234075136524, -1.0959742793211413, 0.8291580311678568, -0.018625800796724157, 2.8705345296889098]",-6.734369913363992,0.0,0.8268456375838926,0.8384787472035794,0.8014184397163121,0.2533632286995516,0.8201342281879195,0.8369127516778524,0.78125,0.25252525252525254,0,0,0,0
1,shrinkage,0.7001063829787234,0.8246085011185689,0.0824742268041228,650.6241230964661,"[-0.0408995798347247, -0.3512794268307502, 0.2467575275585121, -0.04767721788331958, 1.1708810769552636, 2.8991765063226946, -2.226436853666751, 0.5939914534181546, -0.3166462791766982, 2.1062540783531287]",-7.5258202951937,0.0,0.8246085011185682,0.8342281879194631,0.7915057915057915,0.22982062780269058,0.8214765100671141,0.8348993288590604,0.7865168539325843,0.2356902356902357,0,0,0,0
1,shrinkage,0.7101063829787234,0.8230425055928419,0.08263114976895802,724.1376030445099,"[-0.5565378134140504, -0.2080607010475033, 0.5693848746569672, 0.01970460783175887, 1.3097031696476176, 1.9287854863918144, -1.7339230835700805, 0.8313021505524558, -0.601972379536666, 2.240625733351086]",-6.048972440612548,0.0,0.8230425055928412,0.8389261744966443,0.7885906040268457,0.26345291479820626,0.8154362416107382,0.8389261744966443,0.7821782178217822,0.265993265993266,0,0,0,0
1,shrinkage,0.7201063829787234,0.8252796420581663,0.08267823258335495,840.1626303195953,"[0.0, 0.01594998711990427, 0.83502926775151, -0.015736741678109387, 1.4090865572172813, 2.2373626376982623, -2.3338352811998906, 0.47730355114625733, -0.7970786711852916, 1.8786173050034907]",-6.677749682034774,0.0,0.8252796420581655,0.8384787472035794,0.8244274809160306,0.242152466367713,0.8174496644295302,0.838255033557047,0.78,0.26262626262626265,0,0,0,0
1,shrinkage,0.7301063829787234,0.8241610738255041,0.08279044516829435,633.5304117202759,"[-0.22542548024491849, -0.5111394554265869, 0.566875715324824, 0.25523767193879715, 1.202770452197167, 2.0809557978078304, -1.8158225292864352, 0.5940473989066094, -0.6196569517572025, 2.1280685471096294]",-6.086580637645191,0.0,0.8241610738255034,0.8402684563758389,0.822463768115942,0.25448430493273544,0.8167785234899329,0.8395973154362416,0.79,0.265993265993266,0,0,0,0
1,shrinkage,0.7401063829787234,0.8246085011185689,0.08220293000542507,685.2844350337982,"[-0.43960155370257503, -0.3773351182335077, 0.6110778346186587, 0.2949237597776677, 1.2516277813591516, 2.0628728977957134, -1.4899468777367009, 0.6675677896271119, -0.6141238543772456, 2.190922532771666]",-6.1835497976648135,0.0,0.8246085011185682,0.839821029082774,0.8308270676691729,0.24775784753363228,0.8181208053691276,0.8389261744966443,0.8064516129032258,0.25252525252525254,0,0,0,0
1,shrinkage,0.7501063829787235,0.8270693512304258,0.07979442791452442,671.3403820991516,"[0.1188982703793037, 0.15887461398253871, 0.6651197983772713, 0.3346801893222981, 1.3123143435594906, 2.2230496236763226, -2.117752191433891, 0.474811835343501, -0.8053102522084838, 1.7891888817168982]",-6.681047069804534,0.0,0.827069351230425,0.8351230425055929,0.8242677824267782,0.22085201793721973,0.8201342281879195,0.8369127516778524,0.7872340425531915,0.24915824915824916,0,0,0,0
