run,type,beta_p,objective_value,bestbd,optimality_gap,time,w,b,gamma_in_obj,train_acc_margin,train_accuracy,train_precision,train_recall,test_acc_margin,test_accuracy,test_precision,test_recall,violations_assumption_1,violations_assumption_2,violations_feasibilitytol,z_integrality_vio
1,full_mip,0.96,0.837941897094855,0.9980419437912066,0.19106342247764257,14.264075994491577,"[26.17799952306578, -23.994214362342973, 0.0, -21.508271400741307, -27.607976807923535, 0.0, -0.7115379059264093]",-8.07279504807532,0.0,0.8379418970948548,0.847742387119356,0.9823151125401929,0.7474006116207951,0.8132214060860441,0.8237145855194123,0.9820971867007673,0.7045871559633028,0,0,0,0
