run,type,beta_p,objective_value,bestbd,optimality_gap,time,w,b,gamma_in_obj,train_acc_margin,train_accuracy,train_precision,train_recall,test_acc_margin,test_accuracy,test_precision,test_recall,violations_assumption_1,violations_assumption_2,violations_feasibilitytol,z_integrality_vio
1,full_mip,0.96,-23599.220160811812,0.9989437900836795,1.0000423295254368,3.6406829357147217,"[0.0, -16.513687137595454, 21.413073137264035, -20.57288219497127, -25.500623580075825, 15.744239317444638, -0.2554946326487766]",-1.4518729663055296,2.359999999980376,0.7798389919495975,0.8120406020301015,0.9858407079646018,0.6813455657492354,0.7555089192025184,0.7817418677859391,0.98005698005698,0.6311926605504588,0,0,0,0
