dataset,depth,run,type,tau_0,varrho,key_beta_p,beta_p,objective_value,optimality_gap,time,actual_time,same_pieces,gamma,z_frac,z_counts,train_frac,train_constraint_gap,train_counts,test_frac,test_constraint_gap,test_counts,test_train_gap,vio_asm_equal_0,vio_asm_interval,vio_feasibilitytol,vio_asm_equal_0_rate,vio_asm_interval_rate,vio_feasibilitytol_rate,z_integrality_vio,train_acc,test_acc,train_prec,test_prec
ctmc,2,3,simplified_arbitrary1_shrinkage,6,0,1,0.58,0.5335144927536233,0.8743633276740235,1459.1784393787384,1460.1072690486908,,0.0,"{'acc_margin': 0.534, 'prec1': 0.759, 'prec2': 0.482, 'prec3': 0.458}","{'acc_margin': {'nm': 589.0, 'dm': 1104}, 1: {'nm': 195.0, 'dm': 257.0}, 2: {'nm': 120.0, 'dm': 249.0}, 3: {'nm': 274.0, 'dm': 598.0}}","{'acc': 0.534, 'acc_margin': 0.534, 'prec1': 0.759, 'prec2': 0.482, 'prec3': 0.458}",{'prec1': 0},"{'acc': {'nm': 589, 'dm': 1104}, 'acc_margin': {'nm': 589, 'dm': 1104}, 'prec1': {'nm': 195, 'dm': 257}, 'prec2': {'nm': 120, 'dm': 249}, 'prec3': {'nm': 274, 'dm': 598}}","{'acc': 0.491, 'acc_margin': 0.482, 'prec1': 0.704, 'prec2': 0.487, 'prec3': 0.409}",{'prec1': 0},"{'acc': {'nm': 181, 'dm': 369}, 'acc_margin': {'nm': 178, 'dm': 369}, 'prec1': {'nm': 57, 'dm': 81}, 'prec2': {'nm': 39, 'dm': 80}, 'prec3': {'nm': 85, 'dm': 208}}","{'acc': -0.043, 'acc_margin': -0.052, 'prec1': -0.055, 'prec2': 0.005, 'prec3': -0.049}",0,0,0,0.0,0.0,0.0,0,0.534,0.491,0.759,0.704
ctmc,2,4,simplified_arbitrary1_shrinkage,5,0,1,0.58,0.5153985507246377,0.9402460456942003,813.3412556648254,814.2569005489349,,0.0,"{'acc_margin': 0.515, 'prec1': 0.892, 'prec2': 0.49, 'prec3': 0.428}","{'acc_margin': {'nm': 569.0, 'dm': 1104}, 1: {'nm': 157.0, 'dm': 176.0}, 2: {'nm': 118.0, 'dm': 241.0}, 3: {'nm': 294.0, 'dm': 687.0}}","{'acc': 0.515, 'acc_margin': 0.515, 'prec1': 0.892, 'prec2': 0.49, 'prec3': 0.428}",{'prec1': 0},"{'acc': {'nm': 569, 'dm': 1104}, 'acc_margin': {'nm': 569, 'dm': 1104}, 'prec1': {'nm': 157, 'dm': 176}, 'prec2': {'nm': 118, 'dm': 241}, 'prec3': {'nm': 294, 'dm': 687}}","{'acc': 0.515, 'acc_margin': 0.504, 'prec1': 0.853, 'prec2': 0.449, 'prec3': 0.435}",{'prec1': 0},"{'acc': {'nm': 190, 'dm': 369}, 'acc_margin': {'nm': 186, 'dm': 369}, 'prec1': {'nm': 58, 'dm': 68}, 'prec2': {'nm': 35, 'dm': 78}, 'prec3': {'nm': 97, 'dm': 223}}","{'acc': 0.0, 'acc_margin': -0.011, 'prec1': -0.039, 'prec2': -0.041, 'prec3': 0.007}",0,0,0,0.0,0.0,0.0,0,0.515,0.515,0.892,0.853
ctmc,2,1,simplified_arbitrary1_shrinkage,5,0,1,0.6,0.5036231884057971,0.9856115107913669,996.0465104579926,996.9704451560974,,0.0,"{'acc_margin': 0.504, 'prec1': 0.7, 'prec2': 0.459, 'prec3': 0.424}","{'acc_margin': {'nm': 556.0, 'dm': 1104}, 1: {'nm': 194.0, 'dm': 277.0}, 2: {'nm': 147.0, 'dm': 320.0}, 3: {'nm': 215.0, 'dm': 507.0}}","{'acc': 0.504, 'acc_margin': 0.504, 'prec1': 0.7, 'prec2': 0.459, 'prec3': 0.424}",{'prec1': 0},"{'acc': {'nm': 556, 'dm': 1104}, 'acc_margin': {'nm': 556, 'dm': 1104}, 'prec1': {'nm': 194, 'dm': 277}, 'prec2': {'nm': 147, 'dm': 320}, 'prec3': {'nm': 215, 'dm': 507}}","{'acc': 0.461, 'acc_margin': 0.461, 'prec1': 0.646, 'prec2': 0.349, 'prec3': 0.425}",{'prec1': 0},"{'acc': {'nm': 170, 'dm': 369}, 'acc_margin': {'nm': 170, 'dm': 369}, 'prec1': {'nm': 62, 'dm': 96}, 'prec2': {'nm': 37, 'dm': 106}, 'prec3': {'nm': 71, 'dm': 167}}","{'acc': -0.043, 'acc_margin': -0.043, 'prec1': -0.054, 'prec2': -0.11, 'prec3': 0.001}",0,0,0,0.0,0.0,0.0,0,0.504,0.461,0.7,0.646
ctmc,2,2,simplified_arbitrary1_shrinkage,4,0,1,0.6,0.5615942028985507,0.7806451612903228,910.8442664146423,911.8045499324799,,0.0,"{'acc_margin': 0.562, 'prec1': 0.657, 'prec2': -1, 'prec3': 0.495}","{'acc_margin': {'nm': 620.0, 'dm': 1104}, 1: {'nm': 303.0, 'dm': 461.0}, 2: {'nm': 0.0, 'dm': 0.0}, 3: {'nm': 318.0, 'dm': 643.0}}","{'acc': 0.562, 'acc_margin': 0.562, 'prec1': 0.657, 'prec2': -1, 'prec3': 0.495}",{'prec1': 0},"{'acc': {'nm': 621, 'dm': 1104}, 'acc_margin': {'nm': 620, 'dm': 1104}, 'prec1': {'nm': 303, 'dm': 461}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 318, 'dm': 643}}","{'acc': 0.482, 'acc_margin': 0.474, 'prec1': 0.585, 'prec2': -1, 'prec3': 0.419}",{'prec1': -0.015},"{'acc': {'nm': 178, 'dm': 369}, 'acc_margin': {'nm': 175, 'dm': 369}, 'prec1': {'nm': 83, 'dm': 142}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 95, 'dm': 227}}","{'acc': -0.08, 'acc_margin': -0.088, 'prec1': -0.072, 'prec2': 999, 'prec3': -0.076}",0,0,0,0.0,0.0,0.0,0,0.562,0.482,0.657,0.585
ctmc,2,3,simplified_arbitrary1_shrinkage,6,0,1,0.6,0.5371376811594203,0.8617200674536256,1556.8705160617828,1557.8410112857819,,0.0,"{'acc_margin': 0.537, 'prec1': 0.713, 'prec2': 0.488, 'prec3': 0.468}","{'acc_margin': {'nm': 593.0, 'dm': 1104}, 1: {'nm': 214.0, 'dm': 300.0}, 2: {'nm': 119.0, 'dm': 244.0}, 3: {'nm': 262.0, 'dm': 560.0}}","{'acc': 0.539, 'acc_margin': 0.537, 'prec1': 0.713, 'prec2': 0.488, 'prec3': 0.468}",{'prec1': 0},"{'acc': {'nm': 595, 'dm': 1104}, 'acc_margin': {'nm': 593, 'dm': 1104}, 'prec1': {'nm': 214, 'dm': 300}, 'prec2': {'nm': 119, 'dm': 244}, 'prec3': {'nm': 262, 'dm': 560}}","{'acc': 0.496, 'acc_margin': 0.491, 'prec1': 0.667, 'prec2': 0.5, 'prec3': 0.406}",{'prec1': 0},"{'acc': {'nm': 183, 'dm': 369}, 'acc_margin': {'nm': 181, 'dm': 369}, 'prec1': {'nm': 66, 'dm': 99}, 'prec2': {'nm': 39, 'dm': 78}, 'prec3': {'nm': 78, 'dm': 192}}","{'acc': -0.043, 'acc_margin': -0.046, 'prec1': -0.046, 'prec2': 0.012, 'prec3': -0.062}",0,0,0,0.0,0.0,0.0,0,0.539,0.496,0.713,0.667
ctmc,2,4,simplified_arbitrary1_shrinkage,5,0,1,0.6,0.5434782608695652,0.8400000000000001,1329.0673050880432,1330.0315568447113,,0.0,"{'acc_margin': 0.543, 'prec1': 0.75, 'prec2': 0.508, 'prec3': 0.455}","{'acc_margin': {'nm': 600.0, 'dm': 1104}, 1: {'nm': 213.0, 'dm': 284.0}, 2: {'nm': 132.0, 'dm': 260.0}, 3: {'nm': 255.0, 'dm': 560.0}}","{'acc': 0.543, 'acc_margin': 0.543, 'prec1': 0.75, 'prec2': 0.508, 'prec3': 0.455}",{'prec1': 0},"{'acc': {'nm': 600, 'dm': 1104}, 'acc_margin': {'nm': 600, 'dm': 1104}, 'prec1': {'nm': 213, 'dm': 284}, 'prec2': {'nm': 132, 'dm': 260}, 'prec3': {'nm': 255, 'dm': 560}}","{'acc': 0.504, 'acc_margin': 0.501, 'prec1': 0.686, 'prec2': 0.419, 'prec3': 0.438}",{'prec1': 0},"{'acc': {'nm': 186, 'dm': 369}, 'acc_margin': {'nm': 185, 'dm': 369}, 'prec1': {'nm': 72, 'dm': 105}, 'prec2': {'nm': 36, 'dm': 86}, 'prec3': {'nm': 78, 'dm': 178}}","{'acc': -0.039, 'acc_margin': -0.042, 'prec1': -0.064, 'prec2': -0.089, 'prec3': -0.017}",0,0,0,0.0,0.0,0.0,0,0.543,0.504,0.75,0.686
ctmc,2,1,simplified_arbitrary1_shrinkage,5,0,1,0.62,0.5317028985507246,0.8807495741056219,1413.746793270111,1414.7102060317993,,0.0,"{'acc_margin': 0.532, 'prec1': 0.791, 'prec2': 0.46, 'prec3': 0.452}","{'acc_margin': {'nm': 587.0, 'dm': 1104}, 1: {'nm': 200.0, 'dm': 253.0}, 2: {'nm': 149.0, 'dm': 324.0}, 3: {'nm': 238.0, 'dm': 527.0}}","{'acc': 0.532, 'acc_margin': 0.532, 'prec1': 0.791, 'prec2': 0.46, 'prec3': 0.452}",{'prec1': 0},"{'acc': {'nm': 587, 'dm': 1104}, 'acc_margin': {'nm': 587, 'dm': 1104}, 'prec1': {'nm': 200, 'dm': 253}, 'prec2': {'nm': 149, 'dm': 324}, 'prec3': {'nm': 238, 'dm': 527}}","{'acc': 0.491, 'acc_margin': 0.491, 'prec1': 0.787, 'prec2': 0.368, 'prec3': 0.432}",{'prec1': 0},"{'acc': {'nm': 181, 'dm': 369}, 'acc_margin': {'nm': 181, 'dm': 369}, 'prec1': {'nm': 63, 'dm': 80}, 'prec2': {'nm': 39, 'dm': 106}, 'prec3': {'nm': 79, 'dm': 183}}","{'acc': -0.041, 'acc_margin': -0.041, 'prec1': -0.004, 'prec2': -0.092, 'prec3': -0.02}",0,0,0,0.0,0.0,0.0,0,0.532,0.491,0.791,0.787
ctmc,2,2,simplified_arbitrary1_shrinkage,4,0,1,0.62,0.5661231884057971,0.7664,908.2361934185028,909.196695804596,,0.0,"{'acc_margin': 0.566, 'prec1': 0.656, 'prec2': -1, 'prec3': 0.5}","{'acc_margin': {'nm': 625.0, 'dm': 1104}, 1: {'nm': 307.0, 'dm': 468.0}, 2: {'nm': 0.0, 'dm': 0.0}, 3: {'nm': 318.0, 'dm': 636.0}}","{'acc': 0.566, 'acc_margin': 0.566, 'prec1': 0.656, 'prec2': -1, 'prec3': 0.5}",{'prec1': 0},"{'acc': {'nm': 625, 'dm': 1104}, 'acc_margin': {'nm': 625, 'dm': 1104}, 'prec1': {'nm': 307, 'dm': 468}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 318, 'dm': 636}}","{'acc': 0.477, 'acc_margin': 0.474, 'prec1': 0.566, 'prec2': -1, 'prec3': 0.425}",{'prec1': -0.054},"{'acc': {'nm': 176, 'dm': 369}, 'acc_margin': {'nm': 175, 'dm': 369}, 'prec1': {'nm': 77, 'dm': 136}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 99, 'dm': 233}}","{'acc': -0.089, 'acc_margin': -0.092, 'prec1': -0.09, 'prec2': 999, 'prec3': -0.075}",0,0,0,0.0,0.0,0.0,0,0.566,0.477,0.656,0.566
ctmc,2,3,simplified_arbitrary1_shrinkage,6,0,1,0.62,0.5199275362318839,0.9233449477351922,1076.7852337360382,1077.8555343151093,,0.0,"{'acc_margin': 0.52, 'prec1': 0.725, 'prec2': 0.463, 'prec3': 0.451}","{'acc_margin': {'nm': 574.0, 'dm': 1104}, 1: {'nm': 195.0, 'dm': 269.0}, 2: {'nm': 125.0, 'dm': 270.0}, 3: {'nm': 255.0, 'dm': 565.0}}","{'acc': 0.521, 'acc_margin': 0.52, 'prec1': 0.725, 'prec2': 0.463, 'prec3': 0.451}",{'prec1': 0},"{'acc': {'nm': 575, 'dm': 1104}, 'acc_margin': {'nm': 574, 'dm': 1104}, 'prec1': {'nm': 195, 'dm': 269}, 'prec2': {'nm': 125, 'dm': 270}, 'prec3': {'nm': 255, 'dm': 565}}","{'acc': 0.501, 'acc_margin': 0.485, 'prec1': 0.7, 'prec2': 0.506, 'prec3': 0.41}",{'prec1': 0},"{'acc': {'nm': 185, 'dm': 369}, 'acc_margin': {'nm': 179, 'dm': 369}, 'prec1': {'nm': 63, 'dm': 90}, 'prec2': {'nm': 40, 'dm': 79}, 'prec3': {'nm': 82, 'dm': 200}}","{'acc': -0.02, 'acc_margin': -0.035, 'prec1': -0.025, 'prec2': 0.043, 'prec3': -0.041}",0,0,0,0.0,0.0,0.0,0,0.521,0.501,0.725,0.7
ctmc,2,4,simplified_arbitrary1_shrinkage,5,0,1,0.62,0.5398550724637682,0.8523489932885904,1191.4136984348297,1192.3565738201141,,0.0,"{'acc_margin': 0.54, 'prec1': 0.792, 'prec2': 0.481, 'prec3': 0.458}","{'acc_margin': {'nm': 596.0, 'dm': 1104}, 1: {'nm': 198.0, 'dm': 250.0}, 2: {'nm': 143.0, 'dm': 297.0}, 3: {'nm': 255.0, 'dm': 557.0}}","{'acc': 0.54, 'acc_margin': 0.54, 'prec1': 0.792, 'prec2': 0.481, 'prec3': 0.458}",{'prec1': 0},"{'acc': {'nm': 596, 'dm': 1104}, 'acc_margin': {'nm': 596, 'dm': 1104}, 'prec1': {'nm': 198, 'dm': 250}, 'prec2': {'nm': 143, 'dm': 297}, 'prec3': {'nm': 255, 'dm': 557}}","{'acc': 0.52, 'acc_margin': 0.52, 'prec1': 0.779, 'prec2': 0.426, 'prec3': 0.45}",{'prec1': 0},"{'acc': {'nm': 192, 'dm': 369}, 'acc_margin': {'nm': 192, 'dm': 369}, 'prec1': {'nm': 67, 'dm': 86}, 'prec2': {'nm': 40, 'dm': 94}, 'prec3': {'nm': 85, 'dm': 189}}","{'acc': -0.02, 'acc_margin': -0.02, 'prec1': -0.013, 'prec2': -0.055, 'prec3': -0.008}",0,0,0,0.0,0.0,0.0,0,0.54,0.52,0.792,0.779
ctmc,2,1,simplified_arbitrary1_shrinkage,5,0,1,0.64,0.5253623188405797,0.903448275862069,861.1930739879608,862.1098072528839,,0.0,"{'acc_margin': 0.525, 'prec1': 0.708, 'prec2': 0.517, 'prec3': 0.441}","{'acc_margin': {'nm': 580.0, 'dm': 1104}, 1: {'nm': 201.0, 'dm': 284.0}, 2: {'nm': 119.0, 'dm': 230.0}, 3: {'nm': 260.0, 'dm': 590.0}}","{'acc': 0.525, 'acc_margin': 0.525, 'prec1': 0.708, 'prec2': 0.517, 'prec3': 0.441}",{'prec1': 0},"{'acc': {'nm': 580, 'dm': 1104}, 'acc_margin': {'nm': 580, 'dm': 1104}, 'prec1': {'nm': 201, 'dm': 284}, 'prec2': {'nm': 119, 'dm': 230}, 'prec3': {'nm': 260, 'dm': 590}}","{'acc': 0.469, 'acc_margin': 0.469, 'prec1': 0.636, 'prec2': 0.397, 'prec3': 0.411}",{'prec1': -0.004},"{'acc': {'nm': 173, 'dm': 369}, 'acc_margin': {'nm': 173, 'dm': 369}, 'prec1': {'nm': 63, 'dm': 99}, 'prec2': {'nm': 29, 'dm': 73}, 'prec3': {'nm': 81, 'dm': 197}}","{'acc': -0.056, 'acc_margin': -0.056, 'prec1': -0.072, 'prec2': -0.12, 'prec3': -0.03}",0,0,0,0.0,0.0,0.0,0,0.525,0.469,0.708,0.636
ctmc,2,2,simplified_arbitrary1_shrinkage,4,0,1,0.64,0.5588768115942029,0.7893030794165317,680.6313803195953,681.5694437026978,,0.0,"{'acc_margin': 0.559, 'prec1': 0.68, 'prec2': -1, 'prec3': 0.489}","{'acc_margin': {'nm': 617.0, 'dm': 1104}, 1: {'nm': 293.0, 'dm': 431.0}, 2: {'nm': 0.0, 'dm': 0.0}, 3: {'nm': 329.0, 'dm': 673.0}}","{'acc': 0.563, 'acc_margin': 0.559, 'prec1': 0.68, 'prec2': -1, 'prec3': 0.489}",{'prec1': 0},"{'acc': {'nm': 622, 'dm': 1104}, 'acc_margin': {'nm': 617, 'dm': 1104}, 'prec1': {'nm': 293, 'dm': 431}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 329, 'dm': 673}}","{'acc': 0.469, 'acc_margin': 0.461, 'prec1': 0.573, 'prec2': -1, 'prec3': 0.412}",{'prec1': -0.067},"{'acc': {'nm': 173, 'dm': 369}, 'acc_margin': {'nm': 170, 'dm': 369}, 'prec1': {'nm': 75, 'dm': 131}, 'prec2': {'nm': 0, 'dm': 0}, 'prec3': {'nm': 98, 'dm': 238}}","{'acc': -0.094, 'acc_margin': -0.098, 'prec1': -0.107, 'prec2': 999, 'prec3': -0.077}",0,0,0,0.0,0.0,0.0,0,0.563,0.469,0.68,0.573
ctmc,2,3,simplified_arbitrary1_shrinkage,6,0,1,0.64,0.5217391304347826,0.9166666666666667,1125.4821474552155,1126.4000244140625,,0.0,"{'acc_margin': 0.522, 'prec1': 0.751, 'prec2': 0.467, 'prec3': 0.449}","{'acc_margin': {'nm': 576.0, 'dm': 1104}, 1: {'nm': 190.0, 'dm': 253.0}, 2: {'nm': 126.0, 'dm': 270.0}, 3: {'nm': 261.0, 'dm': 581.0}}","{'acc': 0.523, 'acc_margin': 0.522, 'prec1': 0.751, 'prec2': 0.467, 'prec3': 0.449}",{'prec1': 0},"{'acc': {'nm': 577, 'dm': 1104}, 'acc_margin': {'nm': 576, 'dm': 1104}, 'prec1': {'nm': 190, 'dm': 253}, 'prec2': {'nm': 126, 'dm': 270}, 'prec3': {'nm': 261, 'dm': 581}}","{'acc': 0.512, 'acc_margin': 0.499, 'prec1': 0.736, 'prec2': 0.483, 'prec3': 0.426}",{'prec1': 0},"{'acc': {'nm': 189, 'dm': 369}, 'acc_margin': {'nm': 184, 'dm': 369}, 'prec1': {'nm': 64, 'dm': 87}, 'prec2': {'nm': 42, 'dm': 87}, 'prec3': {'nm': 83, 'dm': 195}}","{'acc': -0.011, 'acc_margin': -0.023, 'prec1': -0.015, 'prec2': 0.016, 'prec3': -0.023}",0,0,0,0.0,0.0,0.0,0,0.523,0.512,0.751,0.736
ctmc,2,4,simplified_arbitrary1_shrinkage,5,0,1,0.64,0.5226449275362319,0.9133448873483534,1079.8144307136536,1080.730787038803,,0.0,"{'acc_margin': 0.523, 'prec1': 0.874, 'prec2': 0.478, 'prec3': 0.438}","{'acc_margin': {'nm': 577.0, 'dm': 1104}, 1: {'nm': 166.0, 'dm': 190.0}, 2: {'nm': 138.0, 'dm': 289.0}, 3: {'nm': 274.0, 'dm': 625.0}}","{'acc': 0.524, 'acc_margin': 0.523, 'prec1': 0.874, 'prec2': 0.478, 'prec3': 0.438}",{'prec1': 0},"{'acc': {'nm': 578, 'dm': 1104}, 'acc_margin': {'nm': 577, 'dm': 1104}, 'prec1': {'nm': 166, 'dm': 190}, 'prec2': {'nm': 138, 'dm': 289}, 'prec3': {'nm': 274, 'dm': 625}}","{'acc': 0.509, 'acc_margin': 0.499, 'prec1': 0.827, 'prec2': 0.402, 'prec3': 0.441}",{'prec1': 0},"{'acc': {'nm': 188, 'dm': 369}, 'acc_margin': {'nm': 184, 'dm': 369}, 'prec1': {'nm': 62, 'dm': 75}, 'prec2': {'nm': 37, 'dm': 92}, 'prec3': {'nm': 89, 'dm': 202}}","{'acc': -0.015, 'acc_margin': -0.024, 'prec1': -0.047, 'prec2': -0.076, 'prec3': 0.003}",0,0,0,0.0,0.0,0.0,0,0.524,0.509,0.874,0.827
ctmc,2,1,simplified_arbitrary1_shrinkage,5,0,1,0.66,0.5280797101449275,0.8936535162950259,1179.3219175338745,1180.2382140159607,,0.0,"{'acc_margin': 0.528, 'prec1': 0.793, 'prec2': 0.544, 'prec3': 0.437}","{'acc_margin': {'nm': 583.0, 'dm': 1104}, 1: {'nm': 176.0, 'dm': 222.0}, 2: {'nm': 111.0, 'dm': 204.0}, 3: {'nm': 296.0, 'dm': 678.0}}","{'acc': 0.528, 'acc_margin': 0.528, 'prec1': 0.793, 'prec2': 0.544, 'prec3': 0.437}",{'prec1': 0},"{'acc': {'nm': 583, 'dm': 1104}, 'acc_margin': {'nm': 583, 'dm': 1104}, 'prec1': {'nm': 176, 'dm': 222}, 'prec2': {'nm': 111, 'dm': 204}, 'prec3': {'nm': 296, 'dm': 678}}","{'acc': 0.507, 'acc_margin': 0.493, 'prec1': 0.813, 'prec2': 0.429, 'prec3': 0.429}",{'prec1': 0},"{'acc': {'nm': 187, 'dm': 369}, 'acc_margin': {'nm': 182, 'dm': 369}, 'prec1': {'nm': 61, 'dm': 75}, 'prec2': {'nm': 30, 'dm': 70}, 'prec3': {'nm': 96, 'dm': 224}}","{'acc': -0.021, 'acc_margin': -0.035, 'prec1': 0.02, 'prec2': -0.115, 'prec3': -0.008}",0,0,0,0.0,0.0,0.0,0,0.528,0.507,0.793,0.813
ctmc,2,2,simplified_arbitrary1_shrinkage,4,0,1,0.66,0.5452898550724639,0.8338870431893685,1105.6004259586334,1106.514173746109,,0.0,"{'acc_margin': 0.545, 'prec1': 0.793, 'prec2': 0.381, 'prec3': 0.517}","{'acc_margin': {'nm': 602.0, 'dm': 1104}, 1: {'nm': 195.0, 'dm': 246.0}, 2: {'nm': 102.0, 'dm': 268.0}, 3: {'nm': 305.0, 'dm': 590.0}}","{'acc': 0.545, 'acc_margin': 0.545, 'prec1': 0.793, 'prec2': 0.381, 'prec3': 0.517}",{'prec1': 0},"{'acc': {'nm': 602, 'dm': 1104}, 'acc_margin': {'nm': 602, 'dm': 1104}, 'prec1': {'nm': 195, 'dm': 246}, 'prec2': {'nm': 102, 'dm': 268}, 'prec3': {'nm': 305, 'dm': 590}}","{'acc': 0.474, 'acc_margin': 0.474, 'prec1': 0.679, 'prec2': 0.367, 'prec3': 0.435}",{'prec1': 0},"{'acc': {'nm': 175, 'dm': 369}, 'acc_margin': {'nm': 175, 'dm': 369}, 'prec1': {'nm': 55, 'dm': 81}, 'prec2': {'nm': 29, 'dm': 79}, 'prec3': {'nm': 91, 'dm': 209}}","{'acc': -0.071, 'acc_margin': -0.071, 'prec1': -0.114, 'prec2': -0.014, 'prec3': -0.082}",0,0,0,0.0,0.0,0.0,0,0.545,0.474,0.793,0.679
ctmc,2,3,simplified_arbitrary1_shrinkage,6,0,1,0.66,0.5307971014492754,0.8839590443686006,1361.2191429138184,1362.1400599479675,,0.0,"{'acc_margin': 0.531, 'prec1': 0.831, 'prec2': 0.475, 'prec3': 0.453}","{'acc_margin': {'nm': 586.0, 'dm': 1104}, 1: {'nm': 182.0, 'dm': 219.0}, 2: {'nm': 133.0, 'dm': 280.0}, 3: {'nm': 274.0, 'dm': 605.0}}","{'acc': 0.534, 'acc_margin': 0.531, 'prec1': 0.831, 'prec2': 0.475, 'prec3': 0.453}",{'prec1': 0},"{'acc': {'nm': 589, 'dm': 1104}, 'acc_margin': {'nm': 586, 'dm': 1104}, 'prec1': {'nm': 182, 'dm': 219}, 'prec2': {'nm': 133, 'dm': 280}, 'prec3': {'nm': 274, 'dm': 605}}","{'acc': 0.499, 'acc_margin': 0.491, 'prec1': 0.713, 'prec2': 0.489, 'prec3': 0.418}",{'prec1': 0},"{'acc': {'nm': 184, 'dm': 369}, 'acc_margin': {'nm': 181, 'dm': 369}, 'prec1': {'nm': 57, 'dm': 80}, 'prec2': {'nm': 43, 'dm': 88}, 'prec3': {'nm': 84, 'dm': 201}}","{'acc': -0.035, 'acc_margin': -0.04, 'prec1': -0.118, 'prec2': 0.014, 'prec3': -0.035}",0,0,0,0.0,0.0,0.0,0,0.534,0.499,0.831,0.713
ctmc,2,4,simplified_arbitrary1_shrinkage,5,0,1,0.66,0.5190217391304348,0.9267015706806282,1001.1980571746826,1002.139164686203,,0.0,"{'acc_margin': 0.519, 'prec1': 0.855, 'prec2': 0.478, 'prec3': 0.438}","{'acc_margin': {'nm': 573.0, 'dm': 1104}, 1: {'nm': 159.0, 'dm': 186.0}, 2: {'nm': 141.0, 'dm': 295.0}, 3: {'nm': 273.0, 'dm': 623.0}}","{'acc': 0.519, 'acc_margin': 0.519, 'prec1': 0.855, 'prec2': 0.478, 'prec3': 0.438}",{'prec1': 0},"{'acc': {'nm': 573, 'dm': 1104}, 'acc_margin': {'nm': 573, 'dm': 1104}, 'prec1': {'nm': 159, 'dm': 186}, 'prec2': {'nm': 141, 'dm': 295}, 'prec3': {'nm': 273, 'dm': 623}}","{'acc': 0.509, 'acc_margin': 0.496, 'prec1': 0.851, 'prec2': 0.43, 'prec3': 0.435}",{'prec1': 0},"{'acc': {'nm': 188, 'dm': 369}, 'acc_margin': {'nm': 183, 'dm': 369}, 'prec1': {'nm': 57, 'dm': 67}, 'prec2': {'nm': 40, 'dm': 93}, 'prec3': {'nm': 91, 'dm': 209}}","{'acc': -0.01, 'acc_margin': -0.023, 'prec1': -0.004, 'prec2': -0.048, 'prec3': -0.003}",0,0,0,0.0,0.0,0.0,0,0.519,0.509,0.855,0.851
ctmc,2,1,simplified_arbitrary1_shrinkage,5,0,1,0.68,0.5606884057971014,0.7835218093699515,1622.92866563797,1623.9379568099976,,0.0,"{'acc_margin': 0.561, 'prec1': 0.792, 'prec2': 0.485, 'prec3': 0.474}","{'acc_margin': {'nm': 619.0, 'dm': 1104}, 1: {'nm': 232.0, 'dm': 293.0}, 2: {'nm': 113.0, 'dm': 233.0}, 3: {'nm': 274.0, 'dm': 578.0}}","{'acc': 0.561, 'acc_margin': 0.561, 'prec1': 0.792, 'prec2': 0.485, 'prec3': 0.474}",{'prec1': 0},"{'acc': {'nm': 619, 'dm': 1104}, 'acc_margin': {'nm': 619, 'dm': 1104}, 'prec1': {'nm': 232, 'dm': 293}, 'prec2': {'nm': 113, 'dm': 233}, 'prec3': {'nm': 274, 'dm': 578}}","{'acc': 0.504, 'acc_margin': 0.504, 'prec1': 0.705, 'prec2': 0.414, 'prec3': 0.441}",{'prec1': 0},"{'acc': {'nm': 186, 'dm': 369}, 'acc_margin': {'nm': 186, 'dm': 369}, 'prec1': {'nm': 67, 'dm': 95}, 'prec2': {'nm': 29, 'dm': 70}, 'prec3': {'nm': 90, 'dm': 204}}","{'acc': -0.057, 'acc_margin': -0.057, 'prec1': -0.087, 'prec2': -0.071, 'prec3': -0.033}",0,0,0,0.0,0.0,0.0,0,0.561,0.504,0.792,0.705
ctmc,2,2,simplified_arbitrary1_shrinkage,4,0,1,0.68,0.5407608695652174,0.8492462311557788,1167.8811702728271,1168.9316737651825,,0.0,"{'acc_margin': 0.541, 'prec1': 0.803, 'prec2': 0.38, 'prec3': 0.501}","{'acc_margin': {'nm': 597.0, 'dm': 1104}, 1: {'nm': 196.0, 'dm': 244.0}, 2: {'nm': 93.0, 'dm': 245.0}, 3: {'nm': 308.0, 'dm': 615.0}}","{'acc': 0.541, 'acc_margin': 0.541, 'prec1': 0.803, 'prec2': 0.38, 'prec3': 0.501}",{'prec1': 0},"{'acc': {'nm': 597, 'dm': 1104}, 'acc_margin': {'nm': 597, 'dm': 1104}, 'prec1': {'nm': 196, 'dm': 244}, 'prec2': {'nm': 93, 'dm': 245}, 'prec3': {'nm': 308, 'dm': 615}}","{'acc': 0.466, 'acc_margin': 0.466, 'prec1': 0.679, 'prec2': 0.324, 'prec3': 0.438}",{'prec1': -0.001},"{'acc': {'nm': 172, 'dm': 369}, 'acc_margin': {'nm': 172, 'dm': 369}, 'prec1': {'nm': 53, 'dm': 78}, 'prec2': {'nm': 24, 'dm': 74}, 'prec3': {'nm': 95, 'dm': 217}}","{'acc': -0.075, 'acc_margin': -0.075, 'prec1': -0.124, 'prec2': -0.056, 'prec3': -0.063}",0,0,0,0.0,0.0,0.0,0,0.541,0.466,0.803,0.679
