dataset,depth,split,nrow,method,restricted_class,beta_p,lambda,time_limit,status,obj_value,gamma,time,gap,train_acc,eval_acc,test_acc,train_prec,eval_prec,test_prec,node_count,cb_time_int,cb_time_int_suc,cb_counter_int,cb_counter_int_suc
blsc,2,4,468,FlowOCT,0,0.92,0,3600,2,-231,0,1263.809342,0,0.506410256,0.512820513,0.477707006,1,1,0.666666667,5178,0,0,0,0
blsc,2,4,468,FlowOCT,0,0.93,0,3600,2,-231,0,344.473758,0,0.506410256,0.512820513,0.477707006,1,1,0.666666667,4825,0,0,0,0
blsc,2,4,468,FlowOCT,0,0.94,0,3600,2,-231,0,134.70439,0,0.506410256,0.512820513,0.477707006,1,1,0.666666667,4830,0,0,0,0
blsc,2,4,468,FlowOCT,0,0.95,0,3600,2,-231,0,340.6077309,0,0.506410256,0.512820513,0.477707006,1,1,0.666666667,4755,0,0,0,0
blsc,2,4,468,FlowOCT,0,0.96,0,3600,2,-231,0,264.1260359,0,0.506410256,0.512820513,0.477707006,1,1,0.666666667,4449,0,0,0,0
blsc,2,4,468,FlowOCT,0,0.97,0,3600,2,-231,0,288.017942,0,0.506410256,0.512820513,0.477707006,1,1,0.666666667,4205,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.88,0.9,3600,9,-18.7,0,3600.140553,0.812834225,0.677350427,0.647435897,0.694267516,0.892561983,0.846153846,0.974358974,5961,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.89,0.9,3600,9,-18.7,0,3600.316597,0.809964784,0.677350427,0.666666667,0.694267516,0.914529915,0.942857143,0.906976744,4621,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.9,0.9,3600,2,-18.7,0,2469.202214,0,0.677350427,0.653846154,0.694267516,0.92173913,0.96875,0.888888889,39293,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.91,0.9,3600,9,-18.7,0,3600.380213,0.77540107,0.677350427,0.666666667,0.694267516,0.914529915,0.942857143,0.906976744,6919,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.92,0.9,3600,9,-18.7,0,3600.178732,0.684491979,0.677350427,0.653846154,0.694267516,0.92173913,0.96875,0.888888889,7555,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.93,0.9,3600,9,-22.2,0,3600.30783,0.842342342,0.583333333,0.58974359,0.585987261,0.982758621,1,0.954545455,5054,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.94,0.9,3600,9,-22.2,0,3600.452068,0.837837838,0.583333333,0.58974359,0.585987261,0.982758621,1,0.954545455,3523,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.95,0.9,3600,9,-22.2,0,3600.329771,0.801801802,0.583333333,0.58974359,0.585987261,0.982758621,1,0.954545455,5462,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.96,0.9,3600,9,-22.3,0,3600.218942,0.816143498,0.61965812,0.615384615,0.598726115,0.974025974,1,0.956521739,7965,0,0,0,0
blsc,3,1,468,FlowOCT,0,0.97,0.9,3600,9,-22.2,0,3600.274747,0.765765766,0.583333333,0.58974359,0.585987261,0.982758621,1,0.954545455,9701,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.88,0.5,3600,9,-77,0,3600.087974,0.246753247,0.683760684,0.711538462,0.700636943,0.902439024,0.911111111,0.928571429,64606,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.89,0.5,3600,9,-76.5,0,3600.08072,0.117647059,0.685897436,0.698717949,0.707006369,0.890625,0.888888889,0.872340426,175567,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.9,0.5,3600,9,-77,0,3600.104442,0.032467532,0.683760684,0.717948718,0.700636943,0.909836066,0.895833333,0.906976744,589579,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.91,0.5,3600,9,-78,0,3600.08404,0.064102564,0.679487179,0.705128205,0.713375796,0.915966387,0.906976744,0.891304348,499342,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.92,0.5,3600,9,-91.5,0,3600.139887,0.234972678,0.621794872,0.615384615,0.605095541,0.93902439,0.925925926,0.892857143,401630,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.93,0.5,3600,9,-91.5,0,3600.170291,0.213114754,0.621794872,0.634615385,0.605095541,0.93902439,0.933333333,0.892857143,499430,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.94,0.5,3600,9,-92,0,3600.126543,0.179347826,0.61965812,0.641025641,0.611464968,0.95,0.965517241,0.96,542564,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.95,0.5,3600,9,-92,0,3600.175521,0.201086957,0.61965812,0.66025641,0.611464968,0.95,0.96875,0.96,486340,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.96,0.5,3600,9,-93,0,3600.078394,0.290322581,0.615384615,0.608974359,0.636942675,0.960526316,0.958333333,0.965517241,115946,0,0,0,0
blsc,3,2,468,FlowOCT,0,0.97,0.5,3600,9,-93,0,3600.072838,0.23655914,0.615384615,0.634615385,0.636942675,0.973333333,0.965517241,0.933333333,301749,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.88,0.3,3600,9,-99.5,0,3600.257057,0.029145729,0.700854701,0.698717949,0.675159236,0.883211679,0.847826087,0.8125,453435,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.89,0.3,3600,9,-100.5,0,3600.095005,0.056716418,0.698717949,0.692307692,0.668789809,0.9140625,0.880952381,0.808510638,335198,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.9,0.3,3600,2,-100.5,0,3050.627134,0,0.698717949,0.692307692,0.668789809,0.9140625,0.880952381,0.808510638,381511,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.91,0.3,3600,9,-100.5,0,3600.258455,0.113432836,0.698717949,0.692307692,0.668789809,0.9140625,0.880952381,0.808510638,70790,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.92,0.3,3600,2,-101.9,0,3079.150914,0,0.694444444,0.685897436,0.668789809,0.941666667,0.923076923,0.822222222,310607,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.93,0.3,3600,2,-101.9,0,2869.192159,0,0.694444444,0.685897436,0.668789809,0.941666667,0.923076923,0.822222222,230671,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.94,0.3,3600,2,-101.9,0,2835.818867,0,0.694444444,0.685897436,0.668789809,0.941666667,0.923076923,0.822222222,231207,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.95,0.3,3600,9,-122.2,0,3600.098354,0.140752864,0.632478632,0.647435897,0.585987261,0.975903614,0.966666667,0.909090909,557671,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.96,0.3,3600,9,-122.2,0,3600.112925,0.144026187,0.632478632,0.647435897,0.573248408,0.963855422,0.966666667,0.954545455,452004,0,0,0,0
blsc,3,3,468,FlowOCT,0,0.97,0.3,3600,9,-122.2,0,3600.117827,0.132569558,0.632478632,0.647435897,0.585987261,0.975903614,0.966666667,0.909090909,380210,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.88,0.3,3600,2,-99.5,0,2342.942512,0,0.700854701,0.737179487,0.675159236,0.902985075,0.9375,0.764705882,273319,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.89,0.3,3600,2,-99.5,0,2952.847597,0,0.700854701,0.737179487,0.675159236,0.902985075,0.9375,0.764705882,254323,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.9,0.3,3600,2,-99.5,0,1951.378215,0,0.700854701,0.737179487,0.675159236,0.902985075,0.9375,0.764705882,181848,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.91,0.3,3600,2,-101.2,0,3512.320967,0,0.696581197,0.730769231,0.675159236,0.9140625,0.936170213,0.808510638,274545,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.92,0.3,3600,2,-101.9,0,2071.776809,0,0.694444444,0.711538462,0.668789809,0.93495935,0.931818182,0.833333333,261949,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.93,0.3,3600,2,-101.9,0,2369.451844,0,0.694444444,0.711538462,0.668789809,0.93495935,0.931818182,0.833333333,175737,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.94,0.3,3600,9,-121.5,0,3600.162492,0.167078189,0.634615385,0.641025641,0.592356688,0.943820225,0.90625,0.846153846,482601,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.95,0.3,3600,9,-122.9,0,3600.091601,0.150528885,0.63034188,0.621794872,0.592356688,0.975609756,0.961538462,0.913043478,499191,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.96,0.3,3600,9,-122.9,0,3600.112905,0.152969894,0.63034188,0.621794872,0.592356688,0.975609756,0.961538462,0.913043478,479205,0,0,0,0
blsc,3,4,468,FlowOCT,0,0.97,0.3,3600,9,-122.9,0,3600.053847,0.082994304,0.63034188,0.628205128,0.592356688,0.975609756,0.962962963,0.913043478,415897,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.88,0,3600,9,-114,0,3600.175171,1,0.756410256,0.75,0.72611465,0.901234568,0.921568627,0.827586207,221,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.89,0,3600,9,-123,0,3600.211628,1,0.737179487,0.737179487,0.700636943,0.962686567,1,0.930232558,216,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.9,0,3600,9,-111,0,3600.179234,1,0.762820513,0.743589744,0.732484076,0.901234568,0.918367347,0.872727273,1267,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.91,0,3600,9,-127,0,3600.164902,1,0.728632479,0.730769231,0.700636943,0.914893617,0.956521739,0.875,401,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.92,0,3600,9,-121,0,3600.179534,1,0.741452991,0.743589744,0.707006369,0.93006993,0.956521739,0.913043478,376,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.93,0,3600,9,-146,0,3600.214888,1,0.688034188,0.698717949,0.630573248,0.931623932,0.974358974,0.744680851,223,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.94,0,3600,9,-149,0,3600.373799,1,0.681623932,0.679487179,0.649681529,0.945945946,0.972222222,0.864864865,311,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.95,0,3600,9,-145,0,3600.318909,1,0.69017094,0.673076923,0.694267516,0.956140351,0.970588235,0.904761905,223,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.96,0,3600,9,-138,0,3600.762016,1,0.705128205,0.679487179,0.707006369,0.974358974,1,0.930232558,243,0,0,0,0
blsc,4,1,468,FlowOCT,0,0.97,0,3600,9,-164,0,3600.974819,1,0.64957265,0.66025641,0.643312102,0.988505747,1,0.882352941,224,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.88,0.5,3600,9,-69.5,0,3600.167418,0.964028777,0.724358974,0.75,0.719745223,0.891891892,0.921568627,0.833333333,3883,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.89,0.5,3600,9,-68.5,0,3600.187451,0.96350365,0.730769231,0.756410256,0.72611465,0.893333333,0.888888889,0.88,3022,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.9,0.5,3600,9,-69,0,3600.253005,0.963768116,0.732905983,0.756410256,0.719745223,0.9,0.907407407,0.818181818,3717,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.91,0.5,3600,9,-88,0,3600.201955,0.977272727,0.645299145,0.641025641,0.598726115,0.916666667,0.966666667,0.92,626,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.92,0.5,3600,9,-69.5,0,3600.230867,0.964028777,0.728632479,0.762820513,0.719745223,0.923076923,0.941176471,0.803571429,3928,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.93,0.5,3600,9,-70,0,3600.31722,0.964285714,0.724358974,0.743589744,0.719745223,0.940740741,0.957446809,0.862745098,3539,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.94,0.5,3600,9,-70.5,0,3600.170969,0.971631206,0.724358974,0.75,0.738853503,0.940740741,0.921568627,0.918367347,3225,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.95,0.5,3600,9,-70.5,0,3600.186633,0.964539007,0.726495726,0.756410256,0.738853503,0.954198473,0.959183673,0.956521739,4219,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.96,0.5,3600,9,-71,0,3600.126727,0.964788732,0.722222222,0.75,0.732484076,0.9609375,0.958333333,0.955555556,3856,0,0,0,0
blsc,4,2,468,FlowOCT,0,0.97,0.5,3600,9,-76,0,3600.273377,0.967105263,0.696581197,0.724358974,0.713375796,0.973684211,0.954545455,0.952380952,4278,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.88,0.1,3600,9,-95.8,0,3600.158287,0.994780793,0.775641026,0.762820513,0.707006369,0.901734104,0.86440678,0.75,4368,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.89,0.1,3600,9,-97.6,0,3600.185098,0.996413934,0.771367521,0.769230769,0.719745223,0.900584795,0.909090909,0.757575758,2600,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.9,0.1,3600,9,-95.8,0,3600.180279,0.994780793,0.775641026,0.762820513,0.707006369,0.901734104,0.86440678,0.75,6159,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.91,0.1,3600,9,-101.2,0,3600.154247,0.996516165,0.762820513,0.743589744,0.694267516,0.913580247,0.886792453,0.762711864,3203,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.92,0.1,3600,9,-98.5,0,3600.145433,0.994923858,0.769230769,0.756410256,0.707006369,0.920731707,0.907407407,0.770491803,4826,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.93,0.1,3600,9,-110.2,0,3600.263514,0.996735733,0.741452991,0.762820513,0.668789809,0.95035461,0.923076923,0.8125,3146,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.94,0.1,3600,9,-109.3,0,3600.237519,0.996035386,0.743589744,0.75,0.700636943,0.963768116,0.957446809,0.823529412,2178,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.95,0.1,3600,9,-109.3,0,3600.12781,0.995425435,0.743589744,0.75,0.700636943,0.963768116,0.957446809,0.823529412,3854,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.96,0.1,3600,9,-109.3,0,3600.270383,0.995425435,0.743589744,0.75,0.700636943,0.963768116,0.957446809,0.823529412,5358,0,0,0,0
blsc,4,3,468,FlowOCT,0,0.97,0.1,3600,9,-123.6,0,3600.262317,0.995954693,0.709401709,0.717948718,0.694267516,0.975,0.975,0.902439024,4389,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.88,0.5,3600,9,-62,0,3600.309255,0.967741936,0.758547009,0.756410256,0.713375796,0.892215569,0.978723404,0.786885246,1619,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.89,0.5,3600,9,-59,0,3600.142867,0.957627119,0.771367521,0.807692308,0.707006369,0.895953757,0.948275862,0.766666667,3024,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.9,0.5,3600,9,-66.5,0,3600.212531,0.962406015,0.737179487,0.782051282,0.681528662,0.901315789,0.943396226,0.75,5559,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.91,0.5,3600,9,-67,0,3600.321071,0.962686567,0.735042735,0.769230769,0.681528662,0.912751678,0.960784314,0.75,2919,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.92,0.5,3600,9,-68.5,0,3600.430333,0.96350365,0.728632479,0.769230769,0.687898089,0.922535211,0.942307692,0.781818182,2882,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.93,0.5,3600,9,-67,0,3600.153809,0.962686567,0.737179487,0.75,0.687898089,0.930555556,0.93877551,0.866666667,2029,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.94,0.5,3600,9,-78.5,0,3600.23889,0.968152866,0.69017094,0.679487179,0.630573248,0.940677966,0.923076923,0.761904762,3004,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.95,0.5,3600,9,-73,0,3600.157975,0.97260274,0.709401709,0.737179487,0.681528662,0.959349593,1,0.844444444,3298,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.96,0.5,3600,9,-77,0,3600.286351,0.967532468,0.698717949,0.647435897,0.649681529,0.965517241,0.967741935,0.842105263,2817,0,0,0,0
blsc,4,4,468,FlowOCT,0,0.97,0.5,3600,9,-76.5,0,3600.279994,0.967320261,0.700854701,0.692307692,0.656050955,0.974358974,1,0.8,3463,0,0,0,0
