dataset,depth,split,nrow,method,restricted_class,beta_p,lambda,time_limit,status,obj_value,gamma,time,gap,train_acc,eval_acc,test_acc,train_prec,eval_prec,test_prec,node_count,cb_time_int,cb_time_int_suc,cb_counter_int,cb_counter_int_suc
ctmc,3,1,1104,FlowOCT,0,0.7,0.8,3600,9,-105.6,0,3600.400278,0.977272727,0.536231884,0.524456522,0.490514905,0.702380952,0.657407407,0.64957265,1718,0,0,0,0
ctmc,3,1,1104,FlowOCT,0,0.72,0.8,3600,9,-118.8,0,3600.979616,0.97979798,0.476449275,0.456521739,0.428184282,0.727626459,0.651685393,0.628205128,1320,0,0,0,0
ctmc,3,1,1104,FlowOCT,0,0.74,0.8,3600,9,-109.6,0,3600.221832,0.97810219,0.525362319,0.516304348,0.479674797,0.740213523,0.709302326,0.695652174,300,0,0,0,0
ctmc,3,1,1104,FlowOCT,0,0.76,0.8,3600,9,-123.8,0,3600.226857,0.980613893,0.461050725,0.445652174,0.422764228,0.760368664,0.701298701,0.676923077,772,0,0,0,0
ctmc,3,1,1104,FlowOCT,0,0.78,0.8,3600,9,-124.8,0,3600.667136,0.980769231,0.460144928,0.472826087,0.401084011,0.792307692,0.868421053,0.682926829,327,0,0,0,0
ctmc,3,1,1104,FlowOCT,0,0.8,0.8,3600,9,-126,0,3600.856523,0.980952381,0.454710145,0.475543478,0.406504065,0.803149606,0.860465116,0.72972973,1733,0,0,0,0
ctmc,3,1,1104,FlowOCT,0,0.82,0.8,3600,9,-123.8,0,3600.185931,0.980613893,0.461050725,0.461956522,0.417344173,0.821138211,0.857142857,0.771428571,335,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.64,0.2,3600,9,-399.6,0,3600.353555,0.99852452,0.548913043,0.532608696,0.512195122,0.6587473,0.645962733,0.64028777,752,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.66,0.2,3600,9,-402,0,3600.266217,0.998536538,0.546195652,0.557065217,0.471544715,0.696022727,0.717948718,0.663366337,640,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.68,0.2,3600,9,-410.8,0,3600.870057,0.998541007,0.536231884,0.5625,0.463414634,0.696022727,0.717948718,0.663366337,415,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.7,0.2,3600,9,-417.4,0,3600.269472,0.99850929,0.528985507,0.52173913,0.47696477,0.702064897,0.705357143,0.656565657,785,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.72,0.2,3600,9,-429.4,0,3600.576771,0.998610486,0.515398551,0.510869565,0.452574526,0.72027972,0.736842105,0.636363636,1356,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.74,0.2,3600,9,-418.8,0,3600.805879,0.998595245,0.527173913,0.554347826,0.444444444,0.74822695,0.762376238,0.674698795,1282,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.76,0.2,3600,9,-452.4,0,3600.214436,0.998680956,0.489130435,0.502717391,0.428184282,0.764102564,0.772727273,0.661016949,1267,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.78,0.2,3600,9,-455,0,3600.61911,0.998678593,0.486413043,0.5,0.422764228,0.792134831,0.803278689,0.666666667,1654,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.8,0.2,3600,9,-481.4,0,3600.687897,0.998685958,0.456521739,0.467391304,0.414634146,0.801136364,0.8,0.716981132,1835,0,0,0,0
ctmc,3,2,1104,FlowOCT,0,0.82,0.2,3600,9,-470,0,3600.332027,0.998742643,0.469202899,0.502717391,0.409214092,0.833333333,0.9,0.818181818,1744,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.64,0.5,3600,9,-253.5,0,3600.317504,0.99408284,0.546195652,0.554347826,0.52303523,0.654929577,0.649350649,0.575,1873,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.66,0.5,3600,9,-266,0,3600.194316,0.994360902,0.523550725,0.535326087,0.536585366,0.688172043,0.669064748,0.655737705,265,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.68,0.5,3600,9,-265,0,3600.937508,0.994339623,0.525362319,0.516304348,0.509485095,0.698795181,0.691666667,0.666666667,1658,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.7,0.5,3600,9,-264,0,3600.186654,0.994318182,0.527173913,0.505434783,0.525745257,0.7,0.691666667,0.672268908,306,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.72,0.5,3600,9,-267,0,3600.253197,0.994382023,0.522644928,0.505434783,0.512195122,0.72,0.693693694,0.679245283,291,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.74,0.5,3600,9,-302,0,3600.256379,0.995033113,0.458333333,0.472826087,0.441734417,0.778409091,0.764705882,0.745762712,370,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.76,0.5,3600,9,-290.5,0,3600.173438,0.994836489,0.480072464,0.497282609,0.460704607,0.765853659,0.777777778,0.714285714,447,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.78,0.5,3600,9,-292.5,0,3600.152858,0.994871795,0.475543478,0.491847826,0.474254743,0.781420765,0.757142857,0.776119403,654,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.8,0.5,3600,9,-309.5,0,3600.220096,0.995153473,0.445652174,0.47826087,0.514905149,0.802919708,0.807017544,0.816666667,1651,0,0,0,0
ctmc,3,3,1104,FlowOCT,0,0.82,0.5,3600,9,-321.5,0,3600.199331,0.99533437,0.423913043,0.451086957,0.466124661,0.835164835,0.842105263,0.875,291,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.64,0.5,3600,9,-256.5,0,3600.26855,0.994152047,0.541666667,0.54076087,0.509485095,0.651214128,0.65034965,0.614379085,1456,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.66,0.5,3600,9,-257.5,0,3600.585008,0.994174757,0.539855072,0.532608696,0.506775068,0.673796791,0.661290323,0.650406504,269,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.68,0.5,3600,9,-267.5,0,3600.288753,0.994392523,0.520833333,0.516304348,0.501355014,0.692307692,0.694444444,0.67826087,191,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.7,0.5,3600,9,-281.5,0,3600.457827,0.994671883,0.494565217,0.489130435,0.495934959,0.700729927,0.655555556,0.693877551,1894,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.72,0.5,3600,9,-271.5,0,3600.750944,0.994475138,0.513586957,0.516304348,0.514905149,0.725694444,0.721649485,0.691588785,291,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.74,0.5,3600,9,-299.5,0,3601.590292,0.994991653,0.462862319,0.464673913,0.447154472,0.773809524,0.75,0.723076923,228,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.76,0.5,3600,9,-309,0,3600.860873,0.995145631,0.445652174,0.453804348,0.420054201,0.785714286,0.759259259,0.734693878,186,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.78,0.5,3600,9,-308,0,3600.554248,0.99512987,0.447463768,0.489130435,0.409214092,0.785714286,0.9,0.735294118,191,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.8,0.5,3600,9,-306,0,3600.367069,0.995098039,0.451992754,0.486413043,0.411924119,0.8,0.888888889,0.76744186,1163,0,0,0,0
ctmc,3,4,1104,FlowOCT,0,0.82,0.5,3600,9,-317.5,0,3601.74658,0.995275591,0.43115942,0.461956522,0.398373984,0.845070423,0.958333333,0.791666667,191,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.64,0.8,3600,9,-126.4,0,3603.78378,0.982893964,0.449275362,0.451086957,0.433604336,0.676724138,0.64,0.738461538,127,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.66,0.8,3600,9,-125.4,0,3601.632151,0.982837802,0.461050725,0.456521739,0.433604336,0.6875,0.597222222,0.68115942,127,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.68,0.8,3600,9,-110.2,0,3601.1648,0.980419325,0.537137681,0.513586957,0.498644986,0.702380952,0.657407407,0.64957265,127,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.7,0.8,3600,9,-122.6,0,3602.347226,0.982048426,0.480978261,0.467391304,0.449864499,0.722488038,0.666666667,0.625,127,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.72,0.8,3600,9,-122,0,3603.971956,0.981975875,0.476449275,0.475543478,0.422764228,0.721393035,0.693548387,0.609756098,127,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.74,0.8,3600,9,-123.2,0,3603.397357,0.981959152,0.463768116,0.45923913,0.406504065,0.779141104,0.790697674,0.654545455,127,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.76,0.8,3600,9,-122,0,3601.291462,0.981972883,0.487318841,0.5,0.45799458,0.776190476,0.739130435,0.712121212,127,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.78,0.8,3600,9,-128.8,0,3601.280958,0.98291036,0.434782609,0.434782609,0.409214092,0.781818182,0.8125,0.648648649,191,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.8,0.8,3600,9,-137,0,3602.568699,0.98389857,0.394021739,0.388586957,0.376693767,0.842857143,0.761904762,0.733333333,127,0,0,0,0
ctmc,4,1,1104,FlowOCT,0,0.82,0.8,3600,9,-137.6,0,3602.699948,0.98391043,0.391304348,0.388586957,0.384823848,0.823529412,0.75,0.777777778,127,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.64,0.6,3600,9,-238.4,0,3602.425517,0.993048853,0.468297101,0.491847826,0.430894309,0.685344828,0.721518987,0.666666667,126,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.66,0.6,3600,9,-214.8,0,3601.790131,0.992377625,0.527173913,0.546195652,0.466124661,0.705501618,0.754901961,0.674418605,159,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.68,0.6,3600,9,-212.4,0,3600.431087,0.992274039,0.527173913,0.538043478,0.479674797,0.680555556,0.705882353,0.650485437,159,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.7,0.6,3600,9,-215.6,0,3601.512263,0.992403649,0.52807971,0.538043478,0.468834688,0.704545455,0.732673267,0.655555556,127,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.72,0.6,3600,9,-223.4,0,3600.415932,0.992615071,0.503623188,0.494565217,0.444444444,0.733840304,0.738636364,0.630136986,159,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.74,0.6,3600,9,-209.8,0,3601.383232,0.992055926,0.539855072,0.557065217,0.482384824,0.740614334,0.772277228,0.704545455,191,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.76,0.6,3600,9,-221.2,0,3601.758014,0.992550629,0.509963768,0.510869565,0.452574526,0.769565217,0.786666667,0.68115942,235,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.78,0.6,3600,9,-231.8,0,3601.473744,0.992421148,0.484601449,0.483695652,0.43902439,0.788944724,0.783783784,0.672413793,159,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.8,0.6,3600,9,-244.8,0,3601.360289,0.993191332,0.461956522,0.440217391,0.411924119,0.802816901,0.8,0.739130435,159,0,0,0,0
ctmc,4,2,1104,FlowOCT,0,0.82,0.6,3600,9,-251.4,0,3600.369397,0.993488772,0.451086957,0.453804348,0.430894309,0.820754717,0.857142857,0.75,158,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.64,0.4,3600,9,-360.8,0,3601.379586,0.99695122,0.461956522,0.470108696,0.441734417,0.704166667,0.707317073,0.65,127,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.66,0.4,3600,9,-308.6,0,3601.259525,0.996430105,0.542572464,0.557065217,0.517615176,0.692307692,0.692307692,0.590604027,159,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.68,0.4,3600,9,-319.6,0,3601.386043,0.996558198,0.523550725,0.538043478,0.531165312,0.682857143,0.674418605,0.666666667,191,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.7,0.4,3600,9,-331.8,0,3600.243628,0.996711066,0.50634058,0.524456522,0.525745257,0.705696203,0.690909091,0.672727273,137,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.72,0.4,3600,9,-323.4,0,3602.074594,0.996620526,0.519021739,0.529891304,0.514905149,0.729537367,0.695238095,0.694444444,191,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.74,0.4,3600,9,-332.6,0,3600.919147,0.99669984,0.50634058,0.486413043,0.466124661,0.745173745,0.723404255,0.618556701,191,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.76,0.4,3600,9,-345.4,0,3600.933287,0.996837919,0.486413043,0.467391304,0.482384824,0.773480663,0.746478873,0.708333333,894,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.78,0.4,3600,9,-368.6,0,3601.369946,0.997018446,0.448369565,0.432065217,0.471544715,0.792,0.729166667,0.755102041,159,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.8,0.4,3600,9,-367.6,0,3600.572828,0.997022322,0.449275362,0.432065217,0.452574526,0.821138211,0.826086957,0.791666667,159,0,0,0,0
ctmc,4,3,1104,FlowOCT,0,0.82,0.4,3600,9,-384.2,0,3600.651447,0.997149499,0.428442029,0.429347826,0.414634146,0.829268293,0.862068966,0.736842105,159,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.64,0.5,3600,9,-266.5,0,3600.47139,0.994371482,0.527173913,0.527173913,0.512195122,0.682997118,0.681818182,0.661016949,159,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.66,0.5,3600,9,-262.5,0,3600.475148,0.994285714,0.533514493,0.535326087,0.512195122,0.698507463,0.700934579,0.675438596,159,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.68,0.5,3600,9,-258,0,3600.509604,0.994186047,0.543478261,0.538043478,0.468834688,0.68,0.674603175,0.60483871,159,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.7,0.5,3600,9,-278,0,3601.528404,0.995057231,0.509057971,0.524456522,0.493224932,0.721254355,0.696969697,0.694736842,127,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.72,0.5,3600,9,-287,0,3600.823998,0.994773519,0.491847826,0.472826087,0.430894309,0.726851852,0.726027397,0.671641791,159,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.74,0.5,3600,9,-280,0,3600.430881,0.994642857,0.504528986,0.502717391,0.468834688,0.746938776,0.773333333,0.683544304,496,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.76,0.5,3600,9,-293.5,0,3601.651343,0.994889268,0.480978261,0.497282609,0.447154472,0.782608696,0.8,0.709677419,190,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.78,0.5,3600,9,-285,0,3600.886204,0.994736842,0.494565217,0.491847826,0.441734417,0.783018868,0.805194805,0.7,191,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.8,0.5,3600,9,-315,0,3600.658847,0.995657254,0.4375,0.453804348,0.417344173,0.801886792,0.810810811,0.69047619,159,0,0,0,0
ctmc,4,4,1104,FlowOCT,0,0.82,0.5,3600,9,-325.5,0,3600.497248,0.995391705,0.423007246,0.413043478,0.371273713,0.85,0.909090909,0.5,159,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,0.009772296,,,,,,,,,,,
,,,,,,,,,,,,,0.009777365,,,,,,,,,,,
,,,,,,,,,,,,,0.009770554,,,,,,,,,,,
,,,,,,,,,,,,,0.009772727,,,,,,,,,,,
,,,,,,,,,,,,,0.00979798,,,,,,,,,,,
,,,,,,,,,,,,,0.009781022,,,,,,,,,,,
,,,,,,,,,,,,,0.009806139,,,,,,,,,,,
,,,,,,,,,,,,,0.009807692,,,,,,,,,,,
,,,,,,,,,,,,,0.009809524,,,,,,,,,,,
,,,,,,,,,,,,,0.009806139,,,,,,,,,,,
,,,,,,,,,,,,,0.009985245,,,,,,,,,,,
,,,,,,,,,,,,,0.009985365,,,,,,,,,,,
,,,,,,,,,,,,,0.00998541,,,,,,,,,,,
,,,,,,,,,,,,,0.009985093,,,,,,,,,,,
,,,,,,,,,,,,,0.009986105,,,,,,,,,,,
,,,,,,,,,,,,,0.009985952,,,,,,,,,,,
,,,,,,,,,,,,,0.00998681,,,,,,,,,,,
,,,,,,,,,,,,,0.009986786,,,,,,,,,,,
,,,,,,,,,,,,,0.00998686,,,,,,,,,,,
,,,,,,,,,,,,,0.009987426,,,,,,,,,,,
,,,,,,,,,,,,,0.009940828,,,,,,,,,,,
,,,,,,,,,,,,,0.009943609,,,,,,,,,,,
,,,,,,,,,,,,,0.009943396,,,,,,,,,,,
,,,,,,,,,,,,,0.009943182,,,,,,,,,,,
,,,,,,,,,,,,,0.00994382,,,,,,,,,,,
,,,,,,,,,,,,,0.009950331,,,,,,,,,,,
,,,,,,,,,,,,,0.009948365,,,,,,,,,,,
,,,,,,,,,,,,,0.009948718,,,,,,,,,,,
,,,,,,,,,,,,,0.009951535,,,,,,,,,,,
,,,,,,,,,,,,,0.009953344,,,,,,,,,,,
,,,,,,,,,,,,,0.00994152,,,,,,,,,,,
,,,,,,,,,,,,,0.009941748,,,,,,,,,,,
,,,,,,,,,,,,,0.009943925,,,,,,,,,,,
,,,,,,,,,,,,,0.009946719,,,,,,,,,,,
,,,,,,,,,,,,,0.009944751,,,,,,,,,,,
